0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '426'}","{'key': 'revenues', 'value': '6008.4'}","{'key': 'revChange', 'value': '1.2'}","{'key': 'profits', 'value': '198.9'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '5007.5'}","{'key': 'totSHEqty', 'value': '951.4'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '4'}","{'key': 'prftPctSHEqty', 'value': '20.9'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqState', 'value': 'LA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Shaw Group Inc.'}"
"{'key': 'rank', 'value': '427'}","{'key': 'revenues', 'value': '5995'}","{'key': 'revChange', 'value': '1.6'}","{'key': 'profits', 'value': '629'}","{'key': 'prftChange', 'value': '3.8'}","{'key': 'assets', 'value': '8928'}","{'key': 'totSHEqty', 'value': '2280'}","{'key': 'mktVal', 'value': '9560.5'}","{'key': 'prftPctSls', 'value': '9560.5'}","{'key': 'prftPctAsts', 'value': '7'}","{'key': 'prftPctSHEqty', 'value': '27.6'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dr Pepper Snapple Group, Inc.'}"
"{'key': 'rank', 'value': '428'}","{'key': 'revenues', 'value': '5980.9'}","{'key': 'revChange', 'value': '-2.8'}","{'key': 'profits', 'value': '333.4'}","{'key': 'prftChange', 'value': '-13.6'}","{'key': 'assets', 'value': '2954.1'}","{'key': 'totSHEqty', 'value': '2027.7'}","{'key': 'mktVal', 'value': '7378.2'}","{'key': 'prftPctSls', 'value': '7378.2'}","{'key': 'prftPctAsts', 'value': '11.3'}","{'key': 'prftPctSHEqty', 'value': '16.4'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Expeditors International of Washington, Inc.'}"
"{'key': 'rank', 'value': '429'}","{'key': 'revenues', 'value': '5964'}","{'key': 'revChange', 'value': '0.7'}","{'key': 'profits', 'value': '30.6'}","{'key': 'prftChange', 'value': '-94.8'}","{'key': 'assets', 'value': '5592.8'}","{'key': 'totSHEqty', 'value': '1938.9'}","{'key': 'mktVal', 'value': '5229.5'}","{'key': 'prftPctSls', 'value': '5229.5'}","{'key': 'prftPctAsts', 'value': '0.5'}","{'key': 'prftPctSHEqty', 'value': '1.6'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harris Corporation'}"
"{'key': 'rank', 'value': '411'}","{'key': 'revenues', 'value': '6189.1'}","{'key': 'revChange', 'value': '7.7'}","{'key': 'profits', 'value': '282.3'}","{'key': 'prftChange', 'value': '-18.4'}","{'key': 'assets', 'value': '3347.8'}","{'key': 'totSHEqty', 'value': '2304.6'}","{'key': 'mktVal', 'value': '3353'}","{'key': 'prftPctSls', 'value': '3353'}","{'key': 'prftPctAsts', 'value': '8.4'}","{'key': 'prftPctSHEqty', 'value': '12.3'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqState', 'value': 'KS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Seaboard Corporation'}"
"{'key': 'rank', 'value': '412'}","{'key': 'revenues', 'value': '6182.2'}","{'key': 'revChange', 'value': '6.8'}","{'key': 'profits', 'value': '585.7'}","{'key': 'prftChange', 'value': '15.4'}","{'key': 'assets', 'value': '5749.2'}","{'key': 'totSHEqty', 'value': '2108.3'}","{'key': 'mktVal', 'value': '11402'}","{'key': 'prftPctSls', 'value': '11402'}","{'key': 'prftPctAsts', 'value': '10.2'}","{'key': 'prftPctSHEqty', 'value': '27.8'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""O'Reilly Automotive, Inc.""}"
"{'key': 'rank', 'value': '413'}","{'key': 'revenues', 'value': '6182'}","{'key': 'revChange', 'value': '9.9'}","{'key': 'profits', 'value': '397'}","{'key': 'prftChange', 'value': '42.8'}","{'key': 'assets', 'value': '3367'}","{'key': 'totSHEqty', 'value': '2377'}","{'key': 'mktVal', 'value': '5140.4'}","{'key': 'prftPctSls', 'value': '5140.4'}","{'key': 'prftPctAsts', 'value': '11.8'}","{'key': 'prftPctSHEqty', 'value': '16.7'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Foot Locker, Inc.'}"
"{'key': 'rank', 'value': '414'}","{'key': 'revenues', 'value': '6169.2'}","{'key': 'revChange', 'value': '43.9'}","{'key': 'profits', 'value': '168'}","{'key': 'prftChange', 'value': '-2.5'}","{'key': 'assets', 'value': '13982'}","{'key': 'totSHEqty', 'value': '1104.8'}","{'key': 'mktVal', 'value': '4682.5'}","{'key': 'prftPctSls', 'value': '4682.5'}","{'key': 'prftPctAsts', 'value': '1.2'}","{'key': 'prftPctSHEqty', 'value': '15.2'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'AR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Windstream Corporation'}"
"{'key': 'rank', 'value': '415'}","{'key': 'revenues', 'value': '6160.6'}","{'key': 'revChange', 'value': '10.9'}","{'key': 'profits', 'value': '93'}","{'key': 'prftChange', 'value': '-17.9'}","{'key': 'assets', 'value': '3114.6'}","{'key': 'totSHEqty', 'value': '603.7'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '3'}","{'key': 'prftPctSHEqty', 'value': '15.4'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CH2M HILL Companies, Ltd.'}"
"{'key': 'rank', 'value': '416'}","{'key': 'revenues', 'value': '6160.4'}","{'key': 'revChange', 'value': '-1.3'}","{'key': 'profits', 'value': '194.9'}","{'key': 'prftChange', 'value': '124.2'}","{'key': 'assets', 'value': '6989.3'}","{'key': 'totSHEqty', 'value': '3505.7'}","{'key': 'mktVal', 'value': '4260.9'}","{'key': 'prftPctSls', 'value': '4260.9'}","{'key': 'prftPctAsts', 'value': '2.8'}","{'key': 'prftPctSHEqty', 'value': '5.6'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Omnicare, Inc.'}"
"{'key': 'rank', 'value': '417'}","{'key': 'revenues', 'value': '6151.4'}","{'key': 'revChange', 'value': '20.6'}","{'key': 'profits', 'value': '430'}","{'key': 'prftChange', 'value': '7.6'}","{'key': 'assets', 'value': '5902.9'}","{'key': 'totSHEqty', 'value': '1836.9'}","{'key': 'mktVal', 'value': '12916.5'}","{'key': 'prftPctSls', 'value': '12916.5'}","{'key': 'prftPctAsts', 'value': '7.3'}","{'key': 'prftPctSHEqty', 'value': '23.4'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'FMC Technologies, Inc.'}"
"{'key': 'rank', 'value': '418'}","{'key': 'revenues', 'value': '6110'}","{'key': 'revChange', 'value': '6.2'}","{'key': 'profits', 'value': '939'}","{'key': 'prftChange', 'value': '48.3'}","{'key': 'assets', 'value': '181260'}","{'key': 'totSHEqty', 'value': '5060'}","{'key': 'mktVal', 'value': '9293.5'}","{'key': 'prftPctSls', 'value': '9293.5'}","{'key': 'prftPctAsts', 'value': '0.5'}","{'key': 'prftPctSHEqty', 'value': '18.6'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqState', 'value': 'DE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SLM Corporation'}"
"{'key': 'rank', 'value': '419'}","{'key': 'revenues', 'value': '6104'}","{'key': 'revChange', 'value': '0.1'}","{'key': 'profits', 'value': '1848.7'}","{'key': 'prftChange', 'value': '20.1'}","{'key': 'assets', 'value': '10166.9'}","{'key': 'totSHEqty', 'value': '5902.2'}","{'key': 'mktVal', 'value': '11994.1'}","{'key': 'prftPctSls', 'value': '11994.1'}","{'key': 'prftPctAsts', 'value': '18.2'}","{'key': 'prftPctSHEqty', 'value': '31.3'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CF Industries Holdings, Inc.'}"
"{'key': 'rank', 'value': '402'}","{'key': 'revenues', 'value': '6273.8'}","{'key': 'revChange', 'value': '40.5'}","{'key': 'profits', 'value': '525.9'}","{'key': 'prftChange', 'value': '33.3'}","{'key': 'assets', 'value': '28302.8'}","{'key': 'totSHEqty', 'value': '9237.1'}","{'key': 'mktVal', 'value': '13661.1'}","{'key': 'prftPctSls', 'value': '13661.1'}","{'key': 'prftPctAsts', 'value': '1.9'}","{'key': 'prftPctSHEqty', 'value': '5.7'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northeast Utilities'}"
"{'key': 'rank', 'value': '403'}","{'key': 'revenues', 'value': '6259.4'}","{'key': 'revChange', 'value': '4.3'}","{'key': 'profits', 'value': '737'}","{'key': 'prftChange', 'value': '5.6'}","{'key': 'assets', 'value': '5636.5'}","{'key': 'totSHEqty', 'value': '1851.7'}","{'key': 'mktVal', 'value': '12072.1'}","{'key': 'prftPctSls', 'value': '12072.1'}","{'key': 'prftPctAsts', 'value': '13.1'}","{'key': 'prftPctSHEqty', 'value': '39.8'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rockwell Automation, Inc.'}"
"{'key': 'rank', 'value': '404'}","{'key': 'revenues', 'value': '6257'}","{'key': 'revChange', 'value': '3.4'}","{'key': 'profits', 'value': '210'}","{'key': 'prftChange', 'value': '23.7'}","{'key': 'assets', 'value': '8319'}","{'key': 'totSHEqty', 'value': '1467.5'}","{'key': 'mktVal', 'value': '3075.8'}","{'key': 'prftPctSls', 'value': '3075.8'}","{'key': 'prftPctAsts', 'value': '2.5'}","{'key': 'prftPctSHEqty', 'value': '14.3'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ryder System, Inc.'}"
"{'key': 'rank', 'value': '405'}","{'key': 'revenues', 'value': '6253.1'}","{'key': 'revChange', 'value': '-0.3'}","{'key': 'profits', 'value': '124.8'}","{'key': 'prftChange', 'value': '-33.7'}","{'key': 'assets', 'value': '3089.6'}","{'key': 'totSHEqty', 'value': '969.9'}","{'key': 'mktVal', 'value': '2259.5'}","{'key': 'prftPctSls', 'value': '2259.5'}","{'key': 'prftPctAsts', 'value': '4'}","{'key': 'prftPctSHEqty', 'value': '12.9'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Anixter International Inc.'}"
"{'key': 'rank', 'value': '406'}","{'key': 'revenues', 'value': '6253'}","{'key': 'revChange', 'value': '-3.8'}","{'key': 'profits', 'value': '382'}","{'key': 'prftChange', 'value': '-8'}","{'key': 'assets', 'value': '17131'}","{'key': 'totSHEqty', 'value': '3194'}","{'key': 'mktVal', 'value': '7430.2'}","{'key': 'prftPctSls', 'value': '7430.2'}","{'key': 'prftPctAsts', 'value': '2.2'}","{'key': 'prftPctSHEqty', 'value': '12'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CMS Energy Corporation'}"
"{'key': 'rank', 'value': '407'}","{'key': 'revenues', 'value': '6246.9'}","{'key': 'revChange', 'value': '1.4'}","{'key': 'profits', 'value': '-424.5'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '16292.7'}","{'key': 'totSHEqty', 'value': '-8299.2'}","{'key': 'mktVal', 'value': '265.9'}","{'key': 'prftPctSls', 'value': '265.9'}","{'key': 'prftPctAsts', 'value': '-2.6'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CC Media Holdings, Inc.'}"
"{'key': 'rank', 'value': '408'}","{'key': 'revenues', 'value': '6233.2'}","{'key': 'revChange', 'value': '21.7'}","{'key': 'profits', 'value': '605.4'}","{'key': 'prftChange', 'value': '-10.1'}","{'key': 'assets', 'value': '9532.3'}","{'key': 'totSHEqty', 'value': '4293.6'}","{'key': 'mktVal', 'value': '12311.5'}","{'key': 'prftPctSls', 'value': '12311.5'}","{'key': 'prftPctAsts', 'value': '6.4'}","{'key': 'prftPctSHEqty', 'value': '14.1'}","{'key': 'industry', 'value': 'Computer Peripherals'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NetApp, Inc.'}"
"{'key': 'rank', 'value': '409'}","{'key': 'revenues', 'value': '6205'}","{'key': 'revChange', 'value': '0.6'}","{'key': 'profits', 'value': '387.7'}","{'key': 'prftChange', 'value': '-1.8'}","{'key': 'assets', 'value': '4613.8'}","{'key': 'totSHEqty', 'value': '1210.7'}","{'key': 'mktVal', 'value': '6087.6'}","{'key': 'prftPctSls', 'value': '6087.6'}","{'key': 'prftPctAsts', 'value': '8.4'}","{'key': 'prftPctSHEqty', 'value': '32'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Advance Auto Parts, Inc.'}"
"{'key': 'rank', 'value': '410'}","{'key': 'revenues', 'value': '6190.7'}","{'key': 'revChange', 'value': '12.1'}","{'key': 'profits', 'value': '-40.4'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '4237.9'}","{'key': 'totSHEqty', 'value': '1256.2'}","{'key': 'mktVal', 'value': '561'}","{'key': 'prftPctSls', 'value': '561'}","{'key': 'prftPctAsts', 'value': '-1'}","{'key': 'prftPctSHEqty', 'value': '-3.2'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqState', 'value': 'KY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kindred Healthcare, Inc.'}"
"{'key': 'rank', 'value': '401'}","{'key': 'revenues', 'value': '6275'}","{'key': 'revChange', 'value': '-15.5'}","{'key': 'profits', 'value': '1120'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '121347'}","{'key': 'totSHEqty', 'value': '15499'}","{'key': 'mktVal', 'value': '11575.7'}","{'key': 'prftPctSls', 'value': '11575.7'}","{'key': 'prftPctAsts', 'value': '0.9'}","{'key': 'prftPctSHEqty', 'value': '7.2'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'AL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Regions Financial Corporation'}"
"{'key': 'rank', 'value': '392'}","{'key': 'revenues', 'value': '6460.8'}","{'key': 'revChange', 'value': '25.7'}","{'key': 'profits', 'value': '116.8'}","{'key': 'prftChange', 'value': '23.4'}","{'key': 'assets', 'value': '1774.8'}","{'key': 'totSHEqty', 'value': '506'}","{'key': 'mktVal', 'value': '2234.6'}","{'key': 'prftPctSls', 'value': '2234.6'}","{'key': 'prftPctAsts', 'value': '6.6'}","{'key': 'prftPctSHEqty', 'value': '23.1'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'IA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Casey's General Stores, Inc.""}"
"{'key': 'rank', 'value': '393'}","{'key': 'revenues', 'value': '6456.8'}","{'key': 'revChange', 'value': '0.9'}","{'key': 'profits', 'value': '360.5'}","{'key': 'prftChange', 'value': '22.1'}","{'key': 'assets', 'value': '17937.3'}","{'key': 'totSHEqty', 'value': '6136.8'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '2'}","{'key': 'prftPctSHEqty', 'value': '5.9'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Family Ins. Group'}"
"{'key': 'rank', 'value': '394'}","{'key': 'revenues', 'value': '6437'}","{'key': 'revChange', 'value': '7.7'}","{'key': 'profits', 'value': '283.8'}","{'key': 'prftChange', 'value': '118.2'}","{'key': 'assets', 'value': '30993.1'}","{'key': 'totSHEqty', 'value': '4601.5'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '0.9'}","{'key': 'prftPctSHEqty', 'value': '6.2'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mutual of Omaha Insurance Company'}"
"{'key': 'rank', 'value': '395'}","{'key': 'revenues', 'value': '6420.9'}","{'key': 'revChange', 'value': '2.5'}","{'key': 'profits', 'value': '776.5'}","{'key': 'prftChange', 'value': '1'}","{'key': 'assets', 'value': '6526.8'}","{'key': 'totSHEqty', 'value': '3067'}","{'key': 'mktVal', 'value': '15079.3'}","{'key': 'prftPctSls', 'value': '15079.3'}","{'key': 'prftPctAsts', 'value': '11.9'}","{'key': 'prftPctSHEqty', 'value': '25.3'}","{'key': 'industry', 'value': 'Toys, Sporting Goods'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mattel, Inc.'}"
"{'key': 'rank', 'value': '396'}","{'key': 'revenues', 'value': '6418'}","{'key': 'revChange', 'value': '-5.1'}","{'key': 'profits', 'value': '605'}","{'key': 'prftChange', 'value': '-0.3'}","{'key': 'assets', 'value': '9000'}","{'key': 'totSHEqty', 'value': '1730'}","{'key': 'mktVal', 'value': '7032.7'}","{'key': 'prftPctSls', 'value': '7032.7'}","{'key': 'prftPctAsts', 'value': '6.7'}","{'key': 'prftPctSHEqty', 'value': '35'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Celanese Corporation'}"
"{'key': 'rank', 'value': '397'}","{'key': 'revenues', 'value': '6413.5'}","{'key': 'revChange', 'value': '38.7'}","{'key': 'profits', 'value': '306.6'}","{'key': 'prftChange', 'value': '131.4'}","{'key': 'assets', 'value': '5140.8'}","{'key': 'totSHEqty', 'value': '3766.5'}","{'key': 'mktVal', 'value': '5982.8'}","{'key': 'prftPctSls', 'value': '5982.8'}","{'key': 'prftPctAsts', 'value': '6'}","{'key': 'prftPctSHEqty', 'value': '8.1'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Quanta Services, Inc.'}"
"{'key': 'rank', 'value': '398'}","{'key': 'revenues', 'value': '6376'}","{'key': 'revChange', 'value': '47.1'}","{'key': 'profits', 'value': '-422'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '13307'}","{'key': 'totSHEqty', 'value': '1171'}","{'key': 'mktVal', 'value': '4440.5'}","{'key': 'prftPctSls', 'value': '4440.5'}","{'key': 'prftPctAsts', 'value': '-3.2'}","{'key': 'prftPctSHEqty', 'value': '-36'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Level 3 Communications, Inc.'}"
