0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '150'}","{'key': 'revenues', 'value': '18376'}","{'key': 'revChange', 'value': '19.7'}","{'key': 'profits', 'value': '777'}","{'key': 'prftChange', 'value': '35.6'}","{'key': 'assets', 'value': '54020'}","{'key': 'totSHEqty', 'value': '19289'}","{'key': 'mktVal', 'value': '21985.2'}","{'key': 'prftPctSls', 'value': '21985.2'}","{'key': 'prftPctAsts', 'value': '1.4'}","{'key': 'prftPctSHEqty', 'value': '4'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'LA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CenturyLink, Inc.'}"
"{'key': 'rank', 'value': '151'}","{'key': 'revenues', 'value': '18339'}","{'key': 'revChange', 'value': ''}","{'key': 'profits', 'value': '1642'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '23329'}","{'key': 'totSHEqty', 'value': '3572'}","{'key': 'mktVal', 'value': '30576.5'}","{'key': 'prftPctSls', 'value': '30576.5'}","{'key': 'prftPctAsts', 'value': '7'}","{'key': 'prftPctSHEqty', 'value': '46'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kraft Foods Group, Inc.'}"
"{'key': 'rank', 'value': '152'}","{'key': 'revenues', 'value': '18270.3'}","{'key': 'revChange', 'value': '10.9'}","{'key': 'profits', 'value': '2392.2'}","{'key': 'prftChange', 'value': '10.1'}","{'key': 'assets', 'value': '32941'}","{'key': 'totSHEqty', 'value': '19016.5'}","{'key': 'mktVal', 'value': '42898.8'}","{'key': 'prftPctSls', 'value': '42898.8'}","{'key': 'prftPctAsts', 'value': '7.3'}","{'key': 'prftPctSHEqty', 'value': '12.6'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqState', 'value': 'DC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Danaher Corporation'}"
"{'key': 'rank', 'value': '153'}","{'key': 'revenues', 'value': '18207'}","{'key': 'revChange', 'value': '2.5'}","{'key': 'profits', 'value': '-912'}","{'key': 'prftChange', 'value': '-1672.4'}","{'key': 'assets', 'value': '41830'}","{'key': 'totSHEqty', 'value': '4569'}","{'key': 'mktVal', 'value': '9374.2'}","{'key': 'prftPctSls', 'value': '9374.2'}","{'key': 'prftPctAsts', 'value': '-2.2'}","{'key': 'prftPctSHEqty', 'value': '-20'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The AES Corporation'}"
"{'key': 'rank', 'value': '154'}","{'key': 'revenues', 'value': '18143'}","{'key': 'revChange', 'value': '-2.8'}","{'key': 'profits', 'value': '401'}","{'key': 'prftChange', 'value': '2.8'}","{'key': 'assets', 'value': '15396'}","{'key': 'totSHEqty', 'value': '4260'}","{'key': 'mktVal', 'value': '9304.2'}","{'key': 'prftPctSls', 'value': '9304.2'}","{'key': 'prftPctAsts', 'value': '2.6'}","{'key': 'prftPctSHEqty', 'value': '9.4'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Whirlpool Corporation'}"
"{'key': 'rank', 'value': '137'}","{'key': 'revenues', 'value': '20992'}","{'key': 'revChange', 'value': '-7.8'}","{'key': 'profits', 'value': '212'}","{'key': 'prftChange', 'value': '-38.2'}","{'key': 'assets', 'value': '16973'}","{'key': 'totSHEqty', 'value': '370'}","{'key': 'mktVal', 'value': '3093.3'}","{'key': 'prftPctSls', 'value': '3093.3'}","{'key': 'prftPctAsts', 'value': '1.2'}","{'key': 'prftPctSHEqty', 'value': '57.3'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Goodyear Tire &amp; Rubber Company'}"
"{'key': 'rank', 'value': '138'}","{'key': 'revenues', 'value': '20926'}","{'key': 'revChange', 'value': '7'}","{'key': 'profits', 'value': '3943'}","{'key': 'prftChange', 'value': '19.8'}","{'key': 'assets', 'value': '47153'}","{'key': 'totSHEqty', 'value': '19877'}","{'key': 'mktVal', 'value': '66832.8'}","{'key': 'prftPctSls', 'value': '66832.8'}","{'key': 'prftPctAsts', 'value': '8.4'}","{'key': 'prftPctSHEqty', 'value': '19.8'}","{'key': 'industry', 'value': 'Railroads'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Union Pacific Corporation'}"
"{'key': 'rank', 'value': '139'}","{'key': 'revenues', 'value': '20728.6'}","{'key': 'revChange', 'value': '8.9'}","{'key': 'profits', 'value': '2832.3'}","{'key': 'prftChange', 'value': '33.1'}","{'key': 'assets', 'value': '115588.7'}","{'key': 'totSHEqty', 'value': '22135.7'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '2.5'}","{'key': 'prftPctSHEqty', 'value': '12.8'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Services Automobile Association'}"
"{'key': 'rank', 'value': '140'}","{'key': 'revenues', 'value': '20678'}","{'key': 'revChange', 'value': '-6'}","{'key': 'profits', 'value': '197.6'}","{'key': 'prftChange', 'value': '-21.5'}","{'key': 'assets', 'value': '7012.6'}","{'key': 'totSHEqty', 'value': '2500.8'}","{'key': 'mktVal', 'value': '4359.7'}","{'key': 'prftPctSls', 'value': '4359.7'}","{'key': 'prftPctAsts', 'value': '2.8'}","{'key': 'prftPctSHEqty', 'value': '7.9'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ManpowerGroup Inc.'}"
"{'key': 'rank', 'value': '141'}","{'key': 'revenues', 'value': '20405.1'}","{'key': 'revChange', 'value': '-4.6'}","{'key': 'profits', 'value': '506.3'}","{'key': 'prftChange', 'value': '-15.4'}","{'key': 'assets', 'value': '10785.7'}","{'key': 'totSHEqty', 'value': '3983.2'}","{'key': 'mktVal', 'value': '4306.3'}","{'key': 'prftPctSls', 'value': '4306.3'}","{'key': 'prftPctAsts', 'value': '4.7'}","{'key': 'prftPctSHEqty', 'value': '12.7'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Arrow Electronics, Inc'}"
"{'key': 'rank', 'value': '142'}","{'key': 'revenues', 'value': '20138.7'}","{'key': 'revChange', 'value': ''}","{'key': 'profits', 'value': '2'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '4253.7'}","{'key': 'totSHEqty', 'value': '419.8'}","{'key': 'mktVal', 'value': '877.7'}","{'key': 'prftPctSls', 'value': '877.7'}","{'key': 'prftPctAsts', 'value': ''}","{'key': 'prftPctSHEqty', 'value': '0.5'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PBF Energy Inc.'}"
"{'key': 'rank', 'value': '143'}","{'key': 'revenues', 'value': '20090.7'}","{'key': 'revChange', 'value': '30.1'}","{'key': 'profits', 'value': '1727.2'}","{'key': 'prftChange', 'value': '68.8'}","{'key': 'assets', 'value': '10329'}","{'key': 'totSHEqty', 'value': '6053'}","{'key': 'mktVal', 'value': '10472.6'}","{'key': 'prftPctSls', 'value': '10472.6'}","{'key': 'prftPctAsts', 'value': '16.7'}","{'key': 'prftPctSHEqty', 'value': '28.5'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HollyFrontier Corporation'}"
"{'key': 'rank', 'value': '144'}","{'key': 'revenues', 'value': '20041'}","{'key': 'revChange', 'value': '36.7'}","{'key': 'profits', 'value': '2491'}","{'key': 'prftChange', 'value': '24.9'}","{'key': 'assets', 'value': '31484'}","{'key': 'totSHEqty', 'value': '20239'}","{'key': 'mktVal', 'value': '30184.8'}","{'key': 'prftPctSls', 'value': '30184.8'}","{'key': 'prftPctAsts', 'value': '7.9'}","{'key': 'prftPctSHEqty', 'value': '12.3'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'National Oilwell Varco, Inc.'}"
"{'key': 'rank', 'value': '145'}","{'key': 'revenues', 'value': '19624'}","{'key': 'revChange', 'value': '35.1'}","{'key': 'profits', 'value': '1768'}","{'key': 'prftChange', 'value': '3.6'}","{'key': 'assets', 'value': '113856'}","{'key': 'totSHEqty', 'value': '40863'}","{'key': 'mktVal', 'value': '51150.8'}","{'key': 'prftPctSls', 'value': '51150.8'}","{'key': 'prftPctAsts', 'value': '1.6'}","{'key': 'prftPctSHEqty', 'value': '4.3'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Duke Energy Corporation'}"
"{'key': 'rank', 'value': '127'}","{'key': 'revenues', 'value': '23771'}","{'key': 'revChange', 'value': '28.3'}","{'key': 'profits', 'value': '3517'}","{'key': 'prftChange', 'value': '11.8'}","{'key': 'assets', 'value': '312918'}","{'key': 'totSHEqty', 'value': '40499'}","{'key': 'mktVal', 'value': '31994.6'}","{'key': 'prftPctSls', 'value': '31994.6'}","{'key': 'prftPctAsts', 'value': '1.1'}","{'key': 'prftPctSHEqty', 'value': '8.7'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Capital One Financial Corporation'}"
"{'key': 'rank', 'value': '128'}","{'key': 'revenues', 'value': '23700'}","{'key': 'revChange', 'value': '-5'}","{'key': 'profits', 'value': '191'}","{'key': 'prftChange', 'value': '-68.7'}","{'key': 'assets', 'value': '40179'}","{'key': 'totSHEqty', 'value': '13199'}","{'key': 'mktVal', 'value': '9110.7'}","{'key': 'prftPctSls', 'value': '9110.7'}","{'key': 'prftPctAsts', 'value': '0.5'}","{'key': 'prftPctSHEqty', 'value': '1.4'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alcoa Inc.'}"
"{'key': 'rank', 'value': '129'}","{'key': 'revenues', 'value': '23489'}","{'key': 'revChange', 'value': '24.1'}","{'key': 'profits', 'value': '1160'}","{'key': 'prftChange', 'value': '-53.5'}","{'key': 'assets', 'value': '78554'}","{'key': 'totSHEqty', 'value': '21431'}","{'key': 'mktVal', 'value': '29481.1'}","{'key': 'prftPctSls', 'value': '29481.1'}","{'key': 'prftPctAsts', 'value': '1.5'}","{'key': 'prftPctSHEqty', 'value': '5.4'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Exelon Corporation'}"
"{'key': 'rank', 'value': '130'}","{'key': 'revenues', 'value': '22603.4'}","{'key': 'revChange', 'value': '-6.9'}","{'key': 'profits', 'value': '4088.6'}","{'key': 'prftChange', 'value': '-6'}","{'key': 'assets', 'value': '34398.9'}","{'key': 'totSHEqty', 'value': '14765.2'}","{'key': 'mktVal', 'value': '64423.2'}","{'key': 'prftPctSls', 'value': '64423.2'}","{'key': 'prftPctAsts', 'value': '11.9'}","{'key': 'prftPctSHEqty', 'value': '27.7'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Eli Lilly and Company'}"
"{'key': 'rank', 'value': '131'}","{'key': 'revenues', 'value': '22390'}","{'key': 'revChange', 'value': '-1'}","{'key': 'profits', 'value': '1195'}","{'key': 'prftChange', 'value': '-7.7'}","{'key': 'assets', 'value': '30015'}","{'key': 'totSHEqty', 'value': '11870'}","{'key': 'mktVal', 'value': '10525'}","{'key': 'prftPctSls', 'value': '10525'}","{'key': 'prftPctAsts', 'value': '4'}","{'key': 'prftPctSHEqty', 'value': '10.1'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Xerox Corporation'}"
"{'key': 'rank', 'value': '132'}","{'key': 'revenues', 'value': '22202'}","{'key': 'revChange', 'value': '3.8'}","{'key': 'profits', 'value': '5647'}","{'key': 'prftChange', 'value': '15.9'}","{'key': 'assets', 'value': '353855'}","{'key': 'totSHEqty', 'value': '38998'}","{'key': 'mktVal', 'value': '63224.6'}","{'key': 'prftPctSls', 'value': '63224.6'}","{'key': 'prftPctAsts', 'value': '1.6'}","{'key': 'prftPctSHEqty', 'value': '14.5'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'U.S. Bancorp'}"
"{'key': 'rank', 'value': '133'}","{'key': 'revenues', 'value': '21713.9'}","{'key': 'revChange', 'value': '8.5'}","{'key': 'profits', 'value': '2732.6'}","{'key': 'prftChange', 'value': '11'}","{'key': 'assets', 'value': '38068.7'}","{'key': 'totSHEqty', 'value': '22357.1'}","{'key': 'mktVal', 'value': '50274.8'}","{'key': 'prftPctSls', 'value': '50274.8'}","{'key': 'prftPctAsts', 'value': '7.2'}","{'key': 'prftPctSHEqty', 'value': '12.2'}","{'key': 'industry', 'value': 'Computer Peripherals'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EMC Corporation'}"
"{'key': 'rank', 'value': '134'}","{'key': 'revenues', 'value': '21386'}","{'key': 'revChange', 'value': '8.7'}","{'key': 'profits', 'value': '2155'}","{'key': 'prftChange', 'value': '29.4'}","{'key': 'assets', 'value': '49809'}","{'key': 'totSHEqty', 'value': '7279'}","{'key': 'mktVal', 'value': '28387.1'}","{'key': 'prftPctSls', 'value': '28387.1'}","{'key': 'prftPctAsts', 'value': '4.3'}","{'key': 'prftPctSHEqty', 'value': '29.6'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Time Warner Cable Inc.'}"
"{'key': 'rank', 'value': '135'}","{'key': 'revenues', 'value': '21361'}","{'key': 'revChange', 'value': '7.7'}","{'key': 'profits', 'value': '1311'}","{'key': 'prftChange', 'value': '-24.6'}","{'key': 'assets', 'value': '26689'}","{'key': 'totSHEqty', 'value': '17069'}","{'key': 'mktVal', 'value': '20504.3'}","{'key': 'prftPctSls', 'value': '20504.3'}","{'key': 'prftPctAsts', 'value': '4.9'}","{'key': 'prftPctSHEqty', 'value': '7.7'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Baker Hughes Incorporated'}"
"{'key': 'rank', 'value': '136'}","{'key': 'revenues', 'value': '21063'}","{'key': 'revChange', 'value': '1'}","{'key': 'profits', 'value': '1750'}","{'key': 'prftChange', 'value': '10'}","{'key': 'assets', 'value': '19873'}","{'key': 'totSHEqty', 'value': '4985'}","{'key': 'mktVal', 'value': '37979.2'}","{'key': 'prftPctSls', 'value': '37979.2'}","{'key': 'prftPctAsts', 'value': '8.8'}","{'key': 'prftPctSHEqty', 'value': '35.1'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kimberly-Clark Corporation'}"
"{'key': 'rank', 'value': '118'}","{'key': 'revenues', 'value': '25364'}","{'key': 'revChange', 'value': '14.4'}","{'key': 'profits', 'value': '2866'}","{'key': 'prftChange', 'value': '45.9'}","{'key': 'assets', 'value': '131094'}","{'key': 'totSHEqty', 'value': '15978'}","{'key': 'mktVal', 'value': '24331.8'}","{'key': 'prftPctSls', 'value': '24331.8'}","{'key': 'prftPctAsts', 'value': '2.2'}","{'key': 'prftPctSHEqty', 'value': '17.9'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aflac Incorporated'}"
"{'key': 'rank', 'value': '119'}","{'key': 'revenues', 'value': '25361'}","{'key': 'revChange', 'value': '-4.3'}","{'key': 'profits', 'value': '214.6'}","{'key': 'prftChange', 'value': '4'}","{'key': 'assets', 'value': '6806.3'}","{'key': 'totSHEqty', 'value': '1977.6'}","{'key': 'mktVal', 'value': '1721.5'}","{'key': 'prftPctSls', 'value': '1721.5'}","{'key': 'prftPctAsts', 'value': '3.2'}","{'key': 'prftPctSHEqty', 'value': '10.9'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tech Data Corporation'}"
"{'key': 'rank', 'value': '120'}","{'key': 'revenues', 'value': '25218'}","{'key': 'revChange', 'value': '-10.1'}","{'key': 'profits', 'value': '1978'}","{'key': 'prftChange', 'value': '-6.6'}","{'key': 'assets', 'value': '26543'}","{'key': 'totSHEqty', 'value': '9514'}","{'key': 'mktVal', 'value': '16634.4'}","{'key': 'prftPctSls', 'value': '16634.4'}","{'key': 'prftPctAsts', 'value': '7.5'}","{'key': 'prftPctSHEqty', 'value': '20.8'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northrop Grumman Corporation'}"
"{'key': 'rank', 'value': '121'}","{'key': 'revenues', 'value': '24855'}","{'key': 'revChange', 'value': '3.7'}","{'key': 'profits', 'value': '-1876'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '23510'}","{'key': 'totSHEqty', 'value': '-7987'}","{'key': 'mktVal', 'value': '1391.4'}","{'key': 'prftPctSls', 'value': '1391.4'}","{'key': 'prftPctAsts', 'value': '-8'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AMR Corporation'}"
"{'key': 'rank', 'value': '122'}","{'key': 'revenues', 'value': '24671.9'}","{'key': 'revChange', 'value': '-1.4'}","{'key': 'profits', 'value': '-210.7'}","{'key': 'prftChange', 'value': '-121.4'}","{'key': 'assets', 'value': '12280'}","{'key': 'totSHEqty', 'value': '6128.2'}","{'key': 'mktVal', 'value': '8969.3'}","{'key': 'prftPctSls', 'value': '8969.3'}","{'key': 'prftPctAsts', 'value': '-1.7'}","{'key': 'prftPctSHEqty', 'value': '-3.4'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Staples, Inc.'}"
"{'key': 'rank', 'value': '123'}","{'key': 'revenues', 'value': '24507'}","{'key': 'revChange', 'value': '1.1'}","{'key': 'profits', 'value': '1968'}","{'key': 'prftChange', 'value': '-20.6'}","{'key': 'assets', 'value': '23818'}","{'key': 'totSHEqty', 'value': '10295'}","{'key': 'mktVal', 'value': '40342.2'}","{'key': 'prftPctSls', 'value': '40342.2'}","{'key': 'prftPctAsts', 'value': '8.3'}","{'key': 'prftPctSHEqty', 'value': '19.1'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Emerson Electric Co.'}"
"{'key': 'rank', 'value': '124'}","{'key': 'revenues', 'value': '24414'}","{'key': 'revChange', 'value': '-1.8'}","{'key': 'profits', 'value': '1888'}","{'key': 'prftChange', 'value': '1.2'}","{'key': 'assets', 'value': '26686'}","{'key': 'totSHEqty', 'value': '8026'}","{'key': 'mktVal', 'value': '19186.4'}","{'key': 'prftPctSls', 'value': '19186.4'}","{'key': 'prftPctAsts', 'value': '7.1'}","{'key': 'prftPctSHEqty', 'value': '23.5'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Raytheon Company'}"
"{'key': 'rank', 'value': '125'}","{'key': 'revenues', 'value': '24253'}","{'key': 'revChange', 'value': '0.2'}","{'key': 'profits', 'value': '4598'}","{'key': 'prftChange', 'value': '-32.1'}","{'key': 'assets', 'value': '64210'}","{'key': 'totSHEqty', 'value': '40016'}","{'key': 'mktVal', 'value': '63128.2'}","{'key': 'prftPctSls', 'value': '63128.2'}","{'key': 'prftPctAsts', 'value': '7.2'}","{'key': 'prftPctSHEqty', 'value': '11.5'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Occidental Petroleum Corporation'}"
"{'key': 'rank', 'value': '126'}","{'key': 'revenues', 'value': '24128'}","{'key': 'revChange', 'value': '15.7'}","{'key': 'profits', 'value': '2223'}","{'key': 'prftChange', 'value': '4.2'}","{'key': 'assets', 'value': '15465'}","{'key': 'totSHEqty', 'value': '10381'}","{'key': 'mktVal', 'value': '52732.2'}","{'key': 'prftPctSls', 'value': '52732.2'}","{'key': 'prftPctAsts', 'value': '14.4'}","{'key': 'prftPctSHEqty', 'value': '21.4'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqState', 'value': 'OR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nike, Inc.'}"
"{'key': 'rank', 'value': '108'}","{'key': 'revenues', 'value': '27706.8'}","{'key': 'revChange', 'value': '1.9'}","{'key': 'profits', 'value': '1552.3'}","{'key': 'prftChange', 'value': '4'}","{'key': 'assets', 'value': '12278.3'}","{'key': 'totSHEqty', 'value': '9082.2'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '12.6'}","{'key': 'prftPctSHEqty', 'value': '17.1'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Publix Super Markets, Inc.'}"
"{'key': 'rank', 'value': '109'}","{'key': 'revenues', 'value': '27686'}","{'key': 'revChange', 'value': '4.9'}","{'key': 'profits', 'value': '1335'}","{'key': 'prftChange', 'value': '6.3'}","{'key': 'assets', 'value': '20991'}","{'key': 'totSHEqty', 'value': '6051'}","{'key': 'mktVal', 'value': '16288.6'}","{'key': 'prftPctSls', 'value': '16288.6'}","{'key': 'prftPctAsts', 'value': '6.4'}","{'key': 'prftPctSHEqty', 'value': '22.1'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Macy's, Inc.""}"
"{'key': 'rank', 'value': '110'}","{'key': 'revenues', 'value': '27577.1'}","{'key': 'revChange', 'value': '17.9'}","{'key': 'profits', 'value': '456.3'}","{'key': 'prftChange', 'value': '-23.1'}","{'key': 'assets', 'value': '8276'}","{'key': 'totSHEqty', 'value': '3341.3'}","{'key': 'mktVal', 'value': '10779.2'}","{'key': 'prftPctSls', 'value': '10779.2'}","{'key': 'prftPctAsts', 'value': '5.5'}","{'key': 'prftPctSHEqty', 'value': '13.7'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fluor Corporation'}"
"{'key': 'rank', 'value': '111'}","{'key': 'revenues', 'value': '27567'}","{'key': 'revChange', 'value': '2.1'}","{'key': 'profits', 'value': '5464.8'}","{'key': 'prftChange', 'value': '-0.7'}","{'key': 'assets', 'value': '35386.5'}","{'key': 'totSHEqty', 'value': '15293.6'}","{'key': 'mktVal', 'value': '99968.3'}","{'key': 'prftPctSls', 'value': '99968.3'}","{'key': 'prftPctAsts', 'value': '15.4'}","{'key': 'prftPctSHEqty', 'value': '35.7'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""McDonald's Corporation""}"
