0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"{'key': 'rank', 'value': '73'}","{'key': 'revenues', 'value': '40362'}","{'key': 'revchange', 'value': '6.9'}","{'key': 'profits', 'value': '659'}","{'key': 'prftchange', 'value': '-93.7'}","{'key': 'assets', 'value': '54121'}","{'key': 'employees', 'value': '79655'}","{'key': 'mktval', 'value': '37059'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Transportation'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Delta Air Lines'}"
"{'key': 'rank', 'value': '72'}","{'key': 'revenues', 'value': '41903'}","{'key': 'revchange', 'value': '-7.3'}","{'key': 'profits', 'value': '1233'}","{'key': 'prftchange', 'value': '131.8'}","{'key': 'assets', 'value': '15256'}","{'key': 'employees', 'value': '125000'}","{'key': 'mktval', 'value': '13309'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Richfield'}","{'key': 'hqstate', 'value': 'MN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Best Buy'}"
"{'key': 'rank', 'value': '71'}","{'key': 'revenues', 'value': '42237'}","{'key': 'revchange', 'value': '-4.1'}","{'key': 'profits', 'value': '11920'}","{'key': 'prftchange', 'value': '170.7'}","{'key': 'assets', 'value': '98335'}","{'key': 'employees', 'value': '70000'}","{'key': 'mktval', 'value': '163139'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqcity', 'value': 'Kenilworth'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Merck'}"
"{'key': 'rank', 'value': '70'}","{'key': 'revenues', 'value': '42650'}","{'key': 'revchange', 'value': '59.5'}","{'key': 'profits', 'value': '2882'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '43771'}","{'key': 'employees', 'value': '113300'}","{'key': 'mktval', 'value': '36769'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqcity', 'value': 'Fort Worth'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Transportation'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Airlines Group'}"
"{'key': 'rank', 'value': '69'}","{'key': 'revenues', 'value': '42664'}","{'key': 'revchange', 'value': '-4.1'}","{'key': 'profits', 'value': '1081'}","{'key': 'prftchange', 'value': '9'}","{'key': 'assets', 'value': '15147'}","{'key': 'employees', 'value': '11824'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqcity', 'value': 'Inver Grove Heights'}","{'key': 'hqstate', 'value': 'MN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CHS'}"
"{'key': 'rank', 'value': '68'}","{'key': 'revenues', 'value': '43386'}","{'key': 'revchange', 'value': '4.4'}","{'key': 'profits', 'value': '222'}","{'key': 'prftchange', 'value': '9.2'}","{'key': 'assets', 'value': '4880'}","{'key': 'employees', 'value': '4041'}","{'key': 'mktval', 'value': '4144'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Miami'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'World Fuel Services'}"
"{'key': 'rank', 'value': '67'}","{'key': 'revenues', 'value': '43464'}","{'key': 'revchange', 'value': '2.9'}","{'key': 'profits', 'value': '70'}","{'key': 'prftchange', 'value': '366.7'}","{'key': 'assets', 'value': '23983'}","{'key': 'employees', 'value': '5300'}","{'key': 'mktval', 'value': '17361'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Plains GP Holdings'}"
"{'key': 'rank', 'value': '66'}","{'key': 'revenues', 'value': '43855'}","{'key': 'revchange', 'value': '2.6'}","{'key': 'profits', 'value': '1215'}","{'key': 'prftchange', 'value': '3.1'}","{'key': 'assets', 'value': '32804'}","{'key': 'employees', 'value': '168000'}","{'key': 'mktval', 'value': '33154'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Milwaukee'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Johnson Controls'}"
"{'key': 'rank', 'value': '65'}","{'key': 'revenues', 'value': '45567'}","{'key': 'revchange', 'value': '2.9'}","{'key': 'profits', 'value': '2097'}","{'key': 'prftchange', 'value': '34.3'}","{'key': 'assets', 'value': '33070'}","{'key': 'employees', 'value': '298099'}","{'key': 'mktval', 'value': '46948'}","{'key': 'industry', 'value': 'Mail, Package, and Freight Delivery'}","{'key': 'hqcity', 'value': 'Memphis'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Transportation'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'FedEx'}"
"{'key': 'rank', 'value': '64'}","{'key': 'revenues', 'value': '45600'}","{'key': 'revchange', 'value': '0.5'}","{'key': 'profits', 'value': '3614'}","{'key': 'prftchange', 'value': '21.2'}","{'key': 'assets', 'value': '37073'}","{'key': 'employees', 'value': '112000'}","{'key': 'mktval', 'value': '64193'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Bethesda'}","{'key': 'hqstate', 'value': 'MD'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lockheed Martin'}"
"{'key': 'rank', 'value': '63'}","{'key': 'revenues', 'value': '45998'}","{'key': 'revchange', 'value': '-1.8'}","{'key': 'profits', 'value': '7098'}","{'key': 'prftchange', 'value': '-17.3'}","{'key': 'assets', 'value': '92023'}","{'key': 'employees', 'value': '129200'}","{'key': 'mktval', 'value': '177142'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Coca-Cola'}"
"{'key': 'rank', 'value': '62'}","{'key': 'revenues', 'value': '46487'}","{'key': 'revchange', 'value': '9.2'}","{'key': 'profits', 'value': '267'}","{'key': 'prftchange', 'value': '-14.1'}","{'key': 'assets', 'value': '12831'}","{'key': 'employees', 'value': '21700'}","{'key': 'mktval', 'value': '3925'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqcity', 'value': 'Santa Ana'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ingram Micro'}"
"{'key': 'rank', 'value': '61'}","{'key': 'revenues', 'value': '46517'}","{'key': 'revchange', 'value': '4.7'}","{'key': 'profits', 'value': '932'}","{'key': 'prftchange', 'value': '-6.1'}","{'key': 'assets', 'value': '13168'}","{'key': 'employees', 'value': '50300'}","{'key': 'mktval', 'value': '22349'}","{'key': 'industry', 'value': 'Wholesalers: Food and Grocery'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sysco'}"
"{'key': 'rank', 'value': '60'}","{'key': 'revenues', 'value': '47142'}","{'key': 'revchange', 'value': '-3'}","{'key': 'profits', 'value': '7853'}","{'key': 'prftchange', 'value': '-21.3'}","{'key': 'assets', 'value': '105134'}","{'key': 'employees', 'value': '74042'}","{'key': 'mktval', 'value': '140508'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqcity', 'value': 'San Jose'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cisco Systems'}"
"{'key': 'rank', 'value': '59'}","{'key': 'revenues', 'value': '47951'}","{'key': 'revchange', 'value': '0.5'}","{'key': 'profits', 'value': '2787'}","{'key': 'prftchange', 'value': '7.3'}","{'key': 'assets', 'value': '47101'}","{'key': 'employees', 'value': '6900'}","{'key': 'mktval', 'value': '67355'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Enterprise Products Partners'}"
"{'key': 'rank', 'value': '58'}","{'key': 'revenues', 'value': '48500'}","{'key': 'revchange', 'value': '17.4'}","{'key': 'profits', 'value': '1147'}","{'key': 'prftchange', 'value': '-6.8'}","{'key': 'assets', 'value': '23466'}","{'key': 'employees', 'value': '57000'}","{'key': 'mktval', 'value': '26633'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqcity', 'value': 'Louisville'}","{'key': 'hqstate', 'value': 'KY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Humana'}"
"{'key': 'rank', 'value': '57'}","{'key': 'revenues', 'value': '48813'}","{'key': 'revchange', 'value': '8.4'}","{'key': 'profits', 'value': '7501'}","{'key': 'prftchange', 'value': '22.2'}","{'key': 'assets', 'value': '84186'}","{'key': 'employees', 'value': '180000'}","{'key': 'mktval', 'value': '178267'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'Burbank'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Media'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Walt Disney'}"
"{'key': 'rank', 'value': '56'}","{'key': 'revenues', 'value': '49605'}","{'key': 'revchange', 'value': '-7.8'}","{'key': 'profits', 'value': '9135'}","{'key': 'prftchange', 'value': '-58.5'}","{'key': 'assets', 'value': '169274'}","{'key': 'employees', 'value': '78300'}","{'key': 'mktval', 'value': '213622'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pfizer'}"
"{'key': 'rank', 'value': '55'}","{'key': 'revenues', 'value': '54123'}","{'key': 'revchange', 'value': '30.5'}","{'key': 'profits', 'value': '1381'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '766655'}","{'key': 'employees', 'value': '48331'}","{'key': 'mktval', 'value': '36461'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Newark'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Prudential Financial'}"
"{'key': 'rank', 'value': '54'}","{'key': 'revenues', 'value': '55184'}","{'key': 'revchange', 'value': '-0.8'}","{'key': 'profits', 'value': '3695'}","{'key': 'prftchange', 'value': '-2.5'}","{'key': 'assets', 'value': '84681'}","{'key': 'employees', 'value': '114233'}","{'key': 'mktval', 'value': '48512'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqcity', 'value': 'Peoria'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Industrials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Caterpillar'}"
"{'key': 'rank', 'value': '53'}","{'key': 'revenues', 'value': '55691'}","{'key': 'revchange', 'value': '14.2'}","{'key': 'profits', 'value': '633'}","{'key': 'prftchange', 'value': '223'}","{'key': 'assets', 'value': '64469'}","{'key': 'employees', 'value': '27605'}","{'key': 'mktval', 'value': '34137'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Dallas'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Energy Transfer Equity'}"
"{'key': 'rank', 'value': '52'}","{'key': 'revenues', 'value': '55870'}","{'key': 'revchange', 'value': '6'}","{'key': 'profits', 'value': '11704'}","{'key': 'prftchange', 'value': '21.7'}","{'key': 'assets', 'value': '91956'}","{'key': 'employees', 'value': '106700'}","{'key': 'mktval', 'value': '148095'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Santa Clara'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Intel'}"
"{'key': 'rank', 'value': '51'}","{'key': 'revenues', 'value': '55997'}","{'key': 'revchange', 'value': '-5.8'}","{'key': 'profits', 'value': '6869'}","{'key': 'prftchange', 'value': '-25'}","{'key': 'assets', 'value': '116539'}","{'key': 'employees', 'value': '19100'}","{'key': 'mktval', 'value': '76671'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ConocoPhillips'}"
"{'key': 'rank', 'value': '50'}","{'key': 'revenues', 'value': '56223'}","{'key': 'revchange', 'value': '5.3'}","{'key': 'profits', 'value': '2698'}","{'key': 'prftchange', 'value': '18'}","{'key': 'assets', 'value': '31827'}","{'key': 'employees', 'value': '220500'}","{'key': 'mktval', 'value': '70797'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Mooresville'}","{'key': 'hqstate', 'value': 'NC'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Lowe's""}"
"{'key': 'rank', 'value': '49'}","{'key': 'revenues', 'value': '58003'}","{'key': 'revchange', 'value': '22.6'}","{'key': 'profits', 'value': '2041'}","{'key': 'prftchange', 'value': '6.6'}","{'key': 'assets', 'value': '53402'}","{'key': 'employees', 'value': '48800'}","{'key': 'mktval', 'value': '37147'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqcity', 'value': 'Hartford'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aetna'}"
"{'key': 'rank', 'value': '48'}","{'key': 'revenues', 'value': '58167'}","{'key': 'revchange', 'value': '1.9'}","{'key': 'profits', 'value': '3772'}","{'key': 'prftchange', 'value': '-21.2'}","{'key': 'assets', 'value': '68796'}","{'key': 'employees', 'value': '53216'}","{'key': 'mktval', 'value': '55546'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Midland'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Chemicals'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dow Chemical'}"
"{'key': 'rank', 'value': '47'}","{'key': 'revenues', 'value': '58232'}","{'key': 'revchange', 'value': '5'}","{'key': 'profits', 'value': '3032'}","{'key': 'prftchange', 'value': '-30.6'}","{'key': 'assets', 'value': '35471'}","{'key': 'employees', 'value': '336150'}","{'key': 'mktval', 'value': '87492'}","{'key': 'industry', 'value': 'Mail, Package, and Freight Delivery'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Transportation'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'UPS'}"
