0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"{'key': 'rank', 'value': '701'}","{'key': 'revenues', 'value': '3323'}","{'key': 'revchange', 'value': '7.7'}","{'key': 'profits', 'value': '232'}","{'key': 'prftchange', 'value': '-17.7'}","{'key': 'assets', 'value': '1889'}","{'key': 'employees', 'value': '16440'}","{'key': 'mktval', 'value': '6013'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqcity', 'value': 'Philadelphia'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Urban Outfitters'}"
"{'key': 'rank', 'value': '700'}","{'key': 'revenues', 'value': '3324'}","{'key': 'revchange', 'value': '9'}","{'key': 'profits', 'value': '295'}","{'key': 'prftchange', 'value': '-57.3'}","{'key': 'assets', 'value': '5093'}","{'key': 'employees', 'value': '13900'}","{'key': 'mktval', 'value': '12438'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqcity', 'value': 'Murray Hill'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'C.R. Bard'}"
"{'key': 'rank', 'value': '699'}","{'key': 'revenues', 'value': '3334'}","{'key': 'revchange', 'value': '12.2'}","{'key': 'profits', 'value': '989'}","{'key': 'prftchange', 'value': '22.9'}","{'key': 'assets', 'value': '4669'}","{'key': 'employees', 'value': '9900'}","{'key': 'mktval', 'value': '20973'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Moody's""}"
"{'key': 'rank', 'value': '698'}","{'key': 'revenues', 'value': '3344'}","{'key': 'revchange', 'value': '15.4'}","{'key': 'profits', 'value': '512'}","{'key': 'prftchange', 'value': '253.1'}","{'key': 'assets', 'value': '25014'}","{'key': 'employees', 'value': '428'}","{'key': 'mktval', 'value': '27084'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'Toledo'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Welltower'}"
"{'key': 'rank', 'value': '697'}","{'key': 'revenues', 'value': '3350'}","{'key': 'revchange', 'value': '2.2'}","{'key': 'profits', 'value': '383'}","{'key': 'prftchange', 'value': '6.9'}","{'key': 'assets', 'value': '12086'}","{'key': 'employees', 'value': '4212'}","{'key': 'mktval', 'value': '6991'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Madison'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliant Energy'}"
"{'key': 'rank', 'value': '696'}","{'key': 'revenues', 'value': '3356'}","{'key': 'revchange', 'value': '-2.9'}","{'key': 'profits', 'value': '47'}","{'key': 'prftchange', 'value': '-57'}","{'key': 'assets', 'value': '2349'}","{'key': 'employees', 'value': '23200'}","{'key': 'mktval', 'value': '1158'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqcity', 'value': 'Blue Bell'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Unisys'}"
"{'key': 'rank', 'value': '695'}","{'key': 'revenues', 'value': '3359'}","{'key': 'revchange', 'value': '5.5'}","{'key': 'profits', 'value': '325'}","{'key': 'prftchange', 'value': '-0.4'}","{'key': 'assets', 'value': '3323'}","{'key': 'employees', 'value': '15400'}","{'key': 'mktval', 'value': '6355'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqcity', 'value': 'Shelton'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Industrials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hubbell'}"
"{'key': 'rank', 'value': '694'}","{'key': 'revenues', 'value': '3367'}","{'key': 'revchange', 'value': '35.3'}","{'key': 'profits', 'value': '530'}","{'key': 'prftchange', 'value': '-67.2'}","{'key': 'assets', 'value': '11837'}","{'key': 'employees', 'value': '1800'}","{'key': 'mktval', 'value': '6926'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Oklahoma City'}","{'key': 'hqstate', 'value': 'OK'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Enable Midstream Partners'}"
"{'key': 'rank', 'value': '693'}","{'key': 'revenues', 'value': '3367'}","{'key': 'revchange', 'value': '2.9'}","{'key': 'profits', 'value': '206'}","{'key': 'prftchange', 'value': '19.8'}","{'key': 'assets', 'value': '1764'}","{'key': 'employees', 'value': '9800'}","{'key': 'mktval', 'value': '4990'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'Richardson'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Industrials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lennox International'}"
"{'key': 'rank', 'value': '692'}","{'key': 'revenues', 'value': '3392'}","{'key': 'revchange', 'value': '2.5'}","{'key': 'profits', 'value': '397'}","{'key': 'prftchange', 'value': '12.4'}","{'key': 'assets', 'value': '6724'}","{'key': 'employees', 'value': '6060'}","{'key': 'mktval', 'value': '5996'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqcity', 'value': 'Tempe'}","{'key': 'hqstate', 'value': 'AZ'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'First Solar'}"
"{'key': 'rank', 'value': '691'}","{'key': 'revenues', 'value': '3402'}","{'key': 'revchange', 'value': '-3.1'}","{'key': 'profits', 'value': '-28'}","{'key': 'prftchange', 'value': '-129.6'}","{'key': 'assets', 'value': '3704'}","{'key': 'employees', 'value': '13000'}","{'key': 'mktval', 'value': '3345'}","{'key': 'industry', 'value': 'Waste Management'}","{'key': 'hqcity', 'value': 'Norwell'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Business Services'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Clean Harbors'}"
"{'key': 'rank', 'value': '690'}","{'key': 'revenues', 'value': '3403'}","{'key': 'revchange', 'value': '16.9'}","{'key': 'profits', 'value': '525'}","{'key': 'prftchange', 'value': '31.9'}","{'key': 'assets', 'value': '4531'}","{'key': 'employees', 'value': '15800'}","{'key': 'mktval', 'value': '25098'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqcity', 'value': 'North Kansas City'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cerner'}"
"{'key': 'rank', 'value': '689'}","{'key': 'revenues', 'value': '3408'}","{'key': 'revchange', 'value': '3'}","{'key': 'profits', 'value': '304'}","{'key': 'prftchange', 'value': '-27.8'}","{'key': 'assets', 'value': '10549'}","{'key': 'employees', 'value': '17500'}","{'key': 'mktval', 'value': '7106'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqcity', 'value': 'Boca Raton'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Business Services'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ADT'}"
"{'key': 'rank', 'value': '688'}","{'key': 'revenues', 'value': '3425'}","{'key': 'revchange', 'value': '-0.4'}","{'key': 'profits', 'value': '214'}","{'key': 'prftchange', 'value': '92.4'}","{'key': 'assets', 'value': '2490'}","{'key': 'employees', 'value': '8881'}","{'key': 'mktval', 'value': '2488'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Findlay'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cooper Tire &amp; Rubber'}"
"{'key': 'rank', 'value': '687'}","{'key': 'revenues', 'value': '3434'}","{'key': 'revchange', 'value': '2'}","{'key': 'profits', 'value': '206'}","{'key': 'prftchange', 'value': '26.8'}","{'key': 'assets', 'value': '17687'}","{'key': 'employees', 'value': '3800'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Madison'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CUNA Mutual Group'}"
"{'key': 'rank', 'value': '686'}","{'key': 'revenues', 'value': '3437'}","{'key': 'revchange', 'value': '35.2'}","{'key': 'profits', 'value': '140'}","{'key': 'prftchange', 'value': '41.5'}","{'key': 'assets', 'value': '3373'}","{'key': 'employees', 'value': '4500'}","{'key': 'mktval', 'value': '7761'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqcity', 'value': 'Denver'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'WhiteWave Foods'}"
"{'key': 'rank', 'value': '685'}","{'key': 'revenues', 'value': '3443'}","{'key': 'revchange', 'value': '2.7'}","{'key': 'profits', 'value': '-38'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '895'}","{'key': 'employees', 'value': '5300'}","{'key': 'mktval', 'value': '450'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Port Washington'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Systemax'}"
"{'key': 'rank', 'value': '684'}","{'key': 'revenues', 'value': '3446'}","{'key': 'revchange', 'value': '5'}","{'key': 'profits', 'value': '153'}","{'key': 'prftchange', 'value': '5954.4'}","{'key': 'assets', 'value': '7254'}","{'key': 'employees', 'value': '4400'}","{'key': 'mktval', 'value': '4754'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqcity', 'value': 'Englewood'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EchoStar'}"
"{'key': 'rank', 'value': '683'}","{'key': 'revenues', 'value': '3492'}","{'key': 'revchange', 'value': '1.1'}","{'key': 'profits', 'value': '398'}","{'key': 'prftchange', 'value': '-2.1'}","{'key': 'assets', 'value': '14314'}","{'key': 'employees', 'value': '6366'}","{'key': 'mktval', 'value': '7049'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Phoenix'}","{'key': 'hqstate', 'value': 'AZ'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pinnacle West Capital'}"
"{'key': 'rank', 'value': '682'}","{'key': 'revenues', 'value': '3493'}","{'key': 'revchange', 'value': '7.9'}","{'key': 'profits', 'value': '422'}","{'key': 'prftchange', 'value': '20.4'}","{'key': 'assets', 'value': '4310'}","{'key': 'employees', 'value': '11400'}","{'key': 'mktval', 'value': '8577'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'Kenosha'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Industrials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Snap-on'}"
"{'key': 'rank', 'value': '681'}","{'key': 'revenues', 'value': '3498'}","{'key': 'revchange', 'value': '1.6'}","{'key': 'profits', 'value': '250'}","{'key': 'prftchange', 'value': '6.6'}","{'key': 'assets', 'value': '15607'}","{'key': 'employees', 'value': '3799'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqcity', 'value': 'Bloomington'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Country Financial'}"
"{'key': 'rank', 'value': '680'}","{'key': 'revenues', 'value': '3500'}","{'key': 'revchange', 'value': '9'}","{'key': 'profits', 'value': '414'}","{'key': 'prftchange', 'value': '7.5'}","{'key': 'assets', 'value': '12087'}","{'key': 'employees', 'value': '3687'}","{'key': 'mktval', 'value': '8618'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nasdaq'}"
