0,1,2,3,4,5,6,7,8,9,10
"{'key': 'rank', 'value': '916'}","{'key': 'revenues', 'value': '2070'}","{'key': 'revchange', 'value': '-9.5'}","{'key': 'profits', 'value': '-131.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '468'}","{'key': 'mktval', 'value': '89'}","{'key': 'employees', 'value': '2592'}","{'key': 'rankchange1000', 'value': '-17'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sears Hometown &amp; Outlet Stores'}"
"{'key': 'rank', 'value': '917'}","{'key': 'revenues', 'value': '2068'}","{'key': 'revchange', 'value': '2.4'}","{'key': 'profits', 'value': '28.1'}","{'key': 'prftchange', 'value': '-75.1'}","{'key': 'assets', 'value': '3851'}","{'key': 'mktval', 'value': '5897'}","{'key': 'employees', 'value': '8250'}","{'key': 'rankchange1000', 'value': '48'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bio-Rad Laboratories'}"
"{'key': 'rank', 'value': '918'}","{'key': 'revenues', 'value': '2062'}","{'key': 'revchange', 'value': '10.1'}","{'key': 'profits', 'value': '228.7'}","{'key': 'prftchange', 'value': '-1.4'}","{'key': 'assets', 'value': '7125'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '2331'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Federated Mutual Insurance'}"
"{'key': 'rank', 'value': '919'}","{'key': 'revenues', 'value': '2056'}","{'key': 'revchange', 'value': '-2.1'}","{'key': 'profits', 'value': '99.7'}","{'key': 'prftchange', 'value': '13.5'}","{'key': 'assets', 'value': '1448'}","{'key': 'mktval', 'value': '1972'}","{'key': 'employees', 'value': '4244'}","{'key': 'rankchange1000', 'value': '23'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mueller Industries'}"
"{'key': 'rank', 'value': '920'}","{'key': 'revenues', 'value': '2052'}","{'key': 'revchange', 'value': '14.7'}","{'key': 'profits', 'value': '199.4'}","{'key': 'prftchange', 'value': '10.6'}","{'key': 'assets', 'value': '4155'}","{'key': 'mktval', 'value': '15422'}","{'key': 'employees', 'value': '8800'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Red Hat'}"
"{'key': 'rank', 'value': '921'}","{'key': 'revenues', 'value': '2050'}","{'key': 'revchange', 'value': '-4.3'}","{'key': 'profits', 'value': '243.4'}","{'key': 'prftchange', 'value': '2'}","{'key': 'assets', 'value': '1416'}","{'key': 'mktval', 'value': '5372'}","{'key': 'employees', 'value': '1998'}","{'key': 'rankchange1000', 'value': '13'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NewMarket'}"
"{'key': 'rank', 'value': '922'}","{'key': 'revenues', 'value': '2047'}","{'key': 'revchange', 'value': '6.5'}","{'key': 'profits', 'value': '223.1'}","{'key': 'prftchange', 'value': '34.1'}","{'key': 'assets', 'value': '6634'}","{'key': 'mktval', 'value': '5179'}","{'key': 'employees', 'value': '450'}","{'key': 'rankchange1000', 'value': '66'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hospitality Properties Trust'}"
"{'key': 'rank', 'value': '923'}","{'key': 'revenues', 'value': '2045'}","{'key': 'revchange', 'value': '10.2'}","{'key': 'profits', 'value': '1034'}","{'key': 'prftchange', 'value': '39.3'}","{'key': 'assets', 'value': '17867'}","{'key': 'mktval', 'value': '25214'}","{'key': 'employees', 'value': '3071'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AvalonBay Communities'}"
"{'key': 'rank', 'value': '924'}","{'key': 'revenues', 'value': '2041'}","{'key': 'revchange', 'value': '47.1'}","{'key': 'profits', 'value': '44.3'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1137'}","{'key': 'mktval', 'value': '403'}","{'key': 'employees', 'value': '703'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Renewable Energy Group'}"
"{'key': 'rank', 'value': '925'}","{'key': 'revenues', 'value': '2040'}","{'key': 'revchange', 'value': '-34.5'}","{'key': 'profits', 'value': '-848.1'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '9184'}","{'key': 'mktval', 'value': '3850'}","{'key': 'employees', 'value': '2307'}","{'key': 'rankchange1000', 'value': '-219'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Consol Energy'}"
"{'key': 'rank', 'value': '926'}","{'key': 'revenues', 'value': '2039'}","{'key': 'revchange', 'value': '0.7'}","{'key': 'profits', 'value': '-665.4'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1683'}","{'key': 'mktval', 'value': '583'}","{'key': 'employees', 'value': '3908'}","{'key': 'rankchange1000', 'value': '36'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ferrellgas Partners'}"
"{'key': 'rank', 'value': '927'}","{'key': 'revenues', 'value': '2033'}","{'key': 'revchange', 'value': '-0.4'}","{'key': 'profits', 'value': '38.6'}","{'key': 'prftchange', 'value': '-80.1'}","{'key': 'assets', 'value': '1163'}","{'key': 'mktval', 'value': '554'}","{'key': 'employees', 'value': '7900'}","{'key': 'rankchange1000', 'value': '30'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tower International'}"
"{'key': 'rank', 'value': '928'}","{'key': 'revenues', 'value': '2031'}","{'key': 'revchange', 'value': '-18.9'}","{'key': 'profits', 'value': '-582.1'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '4798'}","{'key': 'mktval', 'value': '19097'}","{'key': 'employees', 'value': '9000'}","{'key': 'rankchange1000', 'value': '-86'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Autodesk'}"
"{'key': 'rank', 'value': '929'}","{'key': 'revenues', 'value': '2027'}","{'key': 'revchange', 'value': '1.2'}","{'key': 'profits', 'value': '-108.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1583'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '17000'}","{'key': 'rankchange1000', 'value': '44'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': '99 Cents Only Stores'}"
"{'key': 'rank', 'value': '930'}","{'key': 'revenues', 'value': '2026'}","{'key': 'revchange', 'value': '30.1'}","{'key': 'profits', 'value': '552'}","{'key': 'prftchange', 'value': '106'}","{'key': 'assets', 'value': '48999'}","{'key': 'mktval', 'value': '9584'}","{'key': 'employees', 'value': '3601'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'E*Trade Financial'}"
"{'key': 'rank', 'value': '931'}","{'key': 'revenues', 'value': '2023'}","{'key': 'revchange', 'value': '-0.7'}","{'key': 'profits', 'value': '180.8'}","{'key': 'prftchange', 'value': '-0.3'}","{'key': 'assets', 'value': '2642'}","{'key': 'mktval', 'value': '4173'}","{'key': 'employees', 'value': '6852'}","{'key': 'rankchange1000', 'value': '27'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Woodward'}"
"{'key': 'rank', 'value': '932'}","{'key': 'revenues', 'value': '2015'}","{'key': 'revchange', 'value': '-3.4'}","{'key': 'profits', 'value': '101.7'}","{'key': 'prftchange', 'value': '16.1'}","{'key': 'assets', 'value': '3032'}","{'key': 'mktval', 'value': '2555'}","{'key': 'employees', 'value': '13572'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Esterline Technologies'}"
"{'key': 'rank', 'value': '933'}","{'key': 'revenues', 'value': '2013'}","{'key': 'revchange', 'value': '6.9'}","{'key': 'profits', 'value': '31.8'}","{'key': 'prftchange', 'value': '150.6'}","{'key': 'assets', 'value': '1578'}","{'key': 'mktval', 'value': '2346'}","{'key': 'employees', 'value': '6750'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Itron'}"
"{'key': 'rank', 'value': '934'}","{'key': 'revenues', 'value': '2009'}","{'key': 'revchange', 'value': '-4'}","{'key': 'profits', 'value': '79.1'}","{'key': 'prftchange', 'value': '-36'}","{'key': 'assets', 'value': '1793'}","{'key': 'mktval', 'value': '1891'}","{'key': 'employees', 'value': '11738'}","{'key': 'rankchange1000', 'value': '11'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Werner Enterprises'}"
"{'key': 'rank', 'value': '935'}","{'key': 'revenues', 'value': '2007'}","{'key': 'revchange', 'value': '-1.3'}","{'key': 'profits', 'value': '55.5'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1342'}","{'key': 'mktval', 'value': '1045'}","{'key': 'employees', 'value': '6350'}","{'key': 'rankchange1000', 'value': '24'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stewart Information Services'}"
"{'key': 'rank', 'value': '936'}","{'key': 'revenues', 'value': '2004'}","{'key': 'revchange', 'value': '7.7'}","{'key': 'profits', 'value': '249.8'}","{'key': 'prftchange', 'value': '5.3'}","{'key': 'assets', 'value': '2401'}","{'key': 'mktval', 'value': '4952'}","{'key': 'employees', 'value': '6155'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hexcel'}"
"{'key': 'rank', 'value': '937'}","{'key': 'revenues', 'value': '2002'}","{'key': 'revchange', 'value': '0.1'}","{'key': 'profits', 'value': '141.1'}","{'key': 'prftchange', 'value': '-37.3'}","{'key': 'assets', 'value': '7635'}","{'key': 'mktval', 'value': '4216'}","{'key': 'employees', 'value': '7300'}","{'key': 'rankchange1000', 'value': '35'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genesee &amp; Wyoming'}"
"{'key': 'rank', 'value': '938'}","{'key': 'revenues', 'value': '1997'}","{'key': 'revchange', 'value': '3.5'}","{'key': 'profits', 'value': '26.7'}","{'key': 'prftchange', 'value': '-27.5'}","{'key': 'assets', 'value': '1171'}","{'key': 'mktval', 'value': '1197'}","{'key': 'employees', 'value': '7926'}","{'key': 'rankchange1000', 'value': '47'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Primoris Services'}"
"{'key': 'rank', 'value': '939'}","{'key': 'revenues', 'value': '1996'}","{'key': 'revchange', 'value': '-16.4'}","{'key': 'profits', 'value': '-381.8'}","{'key': 'prftchange', 'value': '-536.3'}","{'key': 'assets', 'value': '2603'}","{'key': 'mktval', 'value': '1467'}","{'key': 'employees', 'value': '7000'}","{'key': 'rankchange1000', 'value': '-72'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SPX FLOW'}"
"{'key': 'rank', 'value': '940'}","{'key': 'revenues', 'value': '1995'}","{'key': 'revchange', 'value': '3.9'}","{'key': 'profits', 'value': '365.9'}","{'key': 'prftchange', 'value': '0.2'}","{'key': 'assets', 'value': '2306'}","{'key': 'mktval', 'value': '9237'}","{'key': 'employees', 'value': '4395'}","{'key': 'rankchange1000', 'value': '50'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'F5 Networks'}"
"{'key': 'rank', 'value': '941'}","{'key': 'revenues', 'value': '1992'}","{'key': 'revchange', 'value': '-0.4'}","{'key': 'profits', 'value': '-9.3'}","{'key': 'prftchange', 'value': '-111.7'}","{'key': 'assets', 'value': '2495'}","{'key': 'mktval', 'value': '2091'}","{'key': 'employees', 'value': '5900'}","{'key': 'rankchange1000', 'value': '30'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'VeriFone Systems'}"
"{'key': 'rank', 'value': '942'}","{'key': 'revenues', 'value': '1991'}","{'key': 'revchange', 'value': '10.1'}","{'key': 'profits', 'value': '115.6'}","{'key': 'prftchange', 'value': '19.3'}","{'key': 'assets', 'value': '1180'}","{'key': 'mktval', 'value': '3150'}","{'key': 'employees', 'value': '27550'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Texas Roadhouse'}"
"{'key': 'rank', 'value': '943'}","{'key': 'revenues', 'value': '1989'}","{'key': 'revchange', 'value': '16.5'}","{'key': 'profits', 'value': '156.1'}","{'key': 'prftchange', 'value': '42.8'}","{'key': 'assets', 'value': '27659'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '1058'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NLV Financial'}"
"{'key': 'rank', 'value': '944'}","{'key': 'revenues', 'value': '1987'}","{'key': 'revchange', 'value': '9.6'}","{'key': 'profits', 'value': '94.7'}","{'key': 'prftchange', 'value': '-0.3'}","{'key': 'assets', 'value': '1047'}","{'key': 'mktval', 'value': '2656'}","{'key': 'employees', 'value': '24000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Buffalo Wild Wings'}"
"{'key': 'rank', 'value': '945'}","{'key': 'revenues', 'value': '1980'}","{'key': 'revchange', 'value': '-26.1'}","{'key': 'profits', 'value': '-399.7'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '13812'}","{'key': 'mktval', 'value': '17009'}","{'key': 'employees', 'value': '1080'}","{'key': 'rankchange1000', 'value': '-147'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Continental Resources'}"
"{'key': 'rank', 'value': '946'}","{'key': 'revenues', 'value': '1974'}","{'key': 'revchange', 'value': '-23.3'}","{'key': 'profits', 'value': ''}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2137'}","{'key': 'mktval', 'value': '1724'}","{'key': 'employees', 'value': '4025'}","{'key': 'rankchange1000', 'value': '-120'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Arch Coal'}"
"{'key': 'rank', 'value': '947'}","{'key': 'revenues', 'value': '1972'}","{'key': 'revchange', 'value': '-1.1'}","{'key': 'profits', 'value': '24.9'}","{'key': 'prftchange', 'value': '-48.1'}","{'key': 'assets', 'value': '1351'}","{'key': 'mktval', 'value': '263'}","{'key': 'employees', 'value': '4502'}","{'key': 'rankchange1000', 'value': '27'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Roadrunner Transportation Systems'}"
"{'key': 'rank', 'value': '948'}","{'key': 'revenues', 'value': '1967'}","{'key': 'revchange', 'value': '9.4'}","{'key': 'profits', 'value': '273.9'}","{'key': 'prftchange', 'value': '34.6'}","{'key': 'assets', 'value': '4476'}","{'key': 'mktval', 'value': '9782'}","{'key': 'employees', 'value': '10600'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cooper Cos.'}"
"{'key': 'rank', 'value': '951'}","{'key': 'revenues', 'value': '1957'}","{'key': 'revchange', 'value': '-2.9'}","{'key': 'profits', 'value': '30'}","{'key': 'prftchange', 'value': '-12.5'}","{'key': 'assets', 'value': '1782'}","{'key': 'mktval', 'value': '1165'}","{'key': 'employees', 'value': '6000'}","{'key': 'rankchange1000', 'value': '16'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Griffon'}"
"{'key': 'rank', 'value': '952'}","{'key': 'revenues', 'value': '1953'}","{'key': 'revchange', 'value': '27.8'}","{'key': 'profits', 'value': '106.6'}","{'key': 'prftchange', 'value': '-16.7'}","{'key': 'assets', 'value': '3908'}","{'key': 'mktval', 'value': '3442'}","{'key': 'employees', 'value': '6280'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CoreLogic'}"
