0,1,2,3,4,5,6,7,8,9,10
"{'key': 'rank', 'value': '885'}","{'key': 'revenues', 'value': '2214'}","{'key': 'revchange', 'value': '-6.9'}","{'key': 'profits', 'value': '550.9'}","{'key': 'prftchange', 'value': '-15'}","{'key': 'assets', 'value': '4823'}","{'key': 'mktval', 'value': '14411'}","{'key': 'employees', 'value': '3458'}","{'key': 'rankchange1000', 'value': '-14'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Xilinx'}"
"{'key': 'rank', 'value': '886'}","{'key': 'revenues', 'value': '2213'}","{'key': 'revchange', 'value': '-3.1'}","{'key': 'profits', 'value': '223.6'}","{'key': 'prftchange', 'value': '20.3'}","{'key': 'assets', 'value': '1588'}","{'key': 'mktval', 'value': '3178'}","{'key': 'employees', 'value': '13000'}","{'key': 'rankchange1000', 'value': '14'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tupperware Brands'}"
"{'key': 'rank', 'value': '887'}","{'key': 'revenues', 'value': '2209'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '22.8'}","{'key': 'prftchange', 'value': '-72.2'}","{'key': 'assets', 'value': '1535'}","{'key': 'mktval', 'value': '923'}","{'key': 'employees', 'value': '14300'}","{'key': 'rankchange1000', 'value': '30'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Guess'}"
"{'key': 'rank', 'value': '888'}","{'key': 'revenues', 'value': '2208'}","{'key': 'revchange', 'value': '-1.7'}","{'key': 'profits', 'value': '143.1'}","{'key': 'prftchange', 'value': '7.5'}","{'key': 'assets', 'value': '1474'}","{'key': 'mktval', 'value': '2934'}","{'key': 'employees', 'value': '32250'}","{'key': 'rankchange1000', 'value': '19'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nu Skin Enterprises'}"
"{'key': 'rank', 'value': '889'}","{'key': 'revenues', 'value': '2205'}","{'key': 'revchange', 'value': '0.8'}","{'key': 'profits', 'value': '802.8'}","{'key': 'prftchange', 'value': '-2'}","{'key': 'assets', 'value': '6772'}","{'key': 'mktval', 'value': '17537'}","{'key': 'employees', 'value': '1747'}","{'key': 'rankchange1000', 'value': '35'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Magellan Midstream Partners'}"
"{'key': 'rank', 'value': '700'}","{'key': 'revenues', 'value': '3164'}","{'key': 'revchange', 'value': '2.3'}","{'key': 'profits', 'value': '312.9'}","{'key': 'prftchange', 'value': '29.7'}","{'key': 'assets', 'value': '13266'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '3000'}","{'key': 'rankchange1000', 'value': '11'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Puget Energy'}"
"{'key': 'rank', 'value': '890'}","{'key': 'revenues', 'value': '2204'}","{'key': 'revchange', 'value': '-4.4'}","{'key': 'profits', 'value': '85.6'}","{'key': 'prftchange', 'value': '-18.8'}","{'key': 'assets', 'value': '1330'}","{'key': 'mktval', 'value': '2032'}","{'key': 'employees', 'value': '9150'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HNI'}"
"{'key': 'rank', 'value': '699'}","{'key': 'revenues', 'value': '3168'}","{'key': 'revchange', 'value': '-4.6'}","{'key': 'profits', 'value': '137.4'}","{'key': 'prftchange', 'value': '-7'}","{'key': 'assets', 'value': '1097'}","{'key': 'mktval', 'value': '3584'}","{'key': 'employees', 'value': '1197'}","{'key': 'rankchange1000', 'value': '-27'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Landstar System'}"
"{'key': 'rank', 'value': '891'}","{'key': 'revenues', 'value': '2195'}","{'key': 'revchange', 'value': '-4.9'}","{'key': 'profits', 'value': '227.5'}","{'key': 'prftchange', 'value': '10.4'}","{'key': 'assets', 'value': '4235'}","{'key': 'mktval', 'value': '12710'}","{'key': 'employees', 'value': '7213'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Maxim Integrated Products'}"
"{'key': 'rank', 'value': '698'}","{'key': 'revenues', 'value': '3171'}","{'key': 'revchange', 'value': '17.2'}","{'key': 'profits', 'value': '586.4'}","{'key': 'prftchange', 'value': '31.1'}","{'key': 'assets', 'value': '10726'}","{'key': 'mktval', 'value': '11634'}","{'key': 'employees', 'value': '9300'}","{'key': 'rankchange1000', 'value': '90'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TransDigm Group'}"
"{'key': 'rank', 'value': '892'}","{'key': 'revenues', 'value': '2195'}","{'key': 'revchange', 'value': '-11.7'}","{'key': 'profits', 'value': '472.8'}","{'key': 'prftchange', 'value': '-7.2'}","{'key': 'assets', 'value': '8749'}","{'key': 'mktval', 'value': '9279'}","{'key': 'employees', 'value': '4100'}","{'key': 'rankchange1000', 'value': '-44'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Affiliated Managers Group'}"
"{'key': 'rank', 'value': '697'}","{'key': 'revenues', 'value': '3183'}","{'key': 'revchange', 'value': '14.5'}","{'key': 'profits', 'value': '324.9'}","{'key': 'prftchange', 'value': '-3.4'}","{'key': 'assets', 'value': '5339'}","{'key': 'mktval', 'value': '6445'}","{'key': 'employees', 'value': '11015'}","{'key': 'rankchange1000', 'value': '78'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mednax'}"
"{'key': 'rank', 'value': '893'}","{'key': 'revenues', 'value': '2193'}","{'key': 'revchange', 'value': '-6.7'}","{'key': 'profits', 'value': '57.4'}","{'key': 'prftchange', 'value': '-50.7'}","{'key': 'assets', 'value': '1185'}","{'key': 'mktval', 'value': '714'}","{'key': 'employees', 'value': '10182'}","{'key': 'rankchange1000', 'value': '-17'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Express'}"
"{'key': 'rank', 'value': '696'}","{'key': 'revenues', 'value': '3197'}","{'key': 'revchange', 'value': '2.2'}","{'key': 'profits', 'value': '170.4'}","{'key': 'prftchange', 'value': '11.1'}","{'key': 'assets', 'value': '2646'}","{'key': 'mktval', 'value': '3546'}","{'key': 'employees', 'value': '25359'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Regal Entertainment Group'}"
"{'key': 'rank', 'value': '894'}","{'key': 'revenues', 'value': '2184'}","{'key': 'revchange', 'value': '-0.7'}","{'key': 'profits', 'value': '418'}","{'key': 'prftchange', 'value': '785'}","{'key': 'assets', 'value': '4671'}","{'key': 'mktval', 'value': '2492'}","{'key': 'employees', 'value': '19932'}","{'key': 'rankchange1000', 'value': '24'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boyd Gaming'}"
"{'key': 'rank', 'value': '895'}","{'key': 'revenues', 'value': '2180'}","{'key': 'revchange', 'value': '18.2'}","{'key': 'profits', 'value': '148.7'}","{'key': 'prftchange', 'value': '6.7'}","{'key': 'assets', 'value': '3749'}","{'key': 'mktval', 'value': '3810'}","{'key': 'employees', 'value': '19370'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'GEO Group'}"
"{'key': 'rank', 'value': '695'}","{'key': 'revenues', 'value': '3199'}","{'key': 'revchange', 'value': '-8.8'}","{'key': 'profits', 'value': '573'}","{'key': 'prftchange', 'value': '795.3'}","{'key': 'assets', 'value': '2494'}","{'key': 'mktval', 'value': '1511'}","{'key': 'employees', 'value': '8000'}","{'key': 'rankchange1000', 'value': '-48'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Meritor'}"
"{'key': 'rank', 'value': '694'}","{'key': 'revenues', 'value': '3199'}","{'key': 'revchange', 'value': '6.1'}","{'key': 'profits', 'value': '258.1'}","{'key': 'prftchange', 'value': '8.5'}","{'key': 'assets', 'value': '1947'}","{'key': 'mktval', 'value': '4360'}","{'key': 'employees', 'value': '18300'}","{'key': 'rankchange1000', 'value': '32'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Carter's""}"
"{'key': 'rank', 'value': '896'}","{'key': 'revenues', 'value': '2174'}","{'key': 'revchange', 'value': '8.1'}","{'key': 'profits', 'value': '14.2'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '9401'}","{'key': 'mktval', 'value': '3237'}","{'key': 'employees', 'value': '8200'}","{'key': 'rankchange1000', 'value': '73'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tribune Media'}"
"{'key': 'rank', 'value': '897'}","{'key': 'revenues', 'value': '2173'}","{'key': 'revchange', 'value': '1.2'}","{'key': 'profits', 'value': '324.1'}","{'key': 'prftchange', 'value': '-12.2'}","{'key': 'assets', 'value': '5568'}","{'key': 'mktval', 'value': '15968'}","{'key': 'employees', 'value': '9766'}","{'key': 'rankchange1000', 'value': '34'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Microchip Technology'}"
"{'key': 'rank', 'value': '693'}","{'key': 'revenues', 'value': '3206'}","{'key': 'revchange', 'value': '-41.1'}","{'key': 'profits', 'value': '75'}","{'key': 'prftchange', 'value': '-96.7'}","{'key': 'assets', 'value': '2373'}","{'key': 'mktval', 'value': '3214'}","{'key': 'employees', 'value': '10000'}","{'key': 'rankchange1000', 'value': '-223'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Visteon'}"
"{'key': 'rank', 'value': '898'}","{'key': 'revenues', 'value': '2170'}","{'key': 'revchange', 'value': '16.8'}","{'key': 'profits', 'value': '-102.8'}","{'key': 'prftchange', 'value': '-158.5'}","{'key': 'assets', 'value': '1820'}","{'key': 'mktval', 'value': '1345'}","{'key': 'employees', 'value': '1753'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fitbit'}"
"{'key': 'rank', 'value': '692'}","{'key': 'revenues', 'value': '3208'}","{'key': 'revchange', 'value': '0.9'}","{'key': 'profits', 'value': '139.3'}","{'key': 'prftchange', 'value': '2.6'}","{'key': 'assets', 'value': '2616'}","{'key': 'mktval', 'value': '2119'}","{'key': 'employees', 'value': '11500'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Aaron's""}"
"{'key': 'rank', 'value': '899'}","{'key': 'revenues', 'value': '2167'}","{'key': 'revchange', 'value': '6.1'}","{'key': 'profits', 'value': '521.5'}","{'key': 'prftchange', 'value': '11.2'}","{'key': 'assets', 'value': '4662'}","{'key': 'mktval', 'value': '12517'}","{'key': 'employees', 'value': '6899'}","{'key': 'rankchange1000', 'value': '57'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Waters'}"
"{'key': 'rank', 'value': '691'}","{'key': 'revenues', 'value': '3218'}","{'key': 'revchange', 'value': '3.8'}","{'key': 'profits', 'value': '402.3'}","{'key': 'prftchange', 'value': '-2.2'}","{'key': 'assets', 'value': '3816'}","{'key': 'mktval', 'value': '8518'}","{'key': 'employees', 'value': '7800'}","{'key': 'rankchange1000', 'value': '17'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Varian Medical Systems'}"
"{'key': 'rank', 'value': '900'}","{'key': 'revenues', 'value': '2150'}","{'key': 'revchange', 'value': '-6.4'}","{'key': 'profits', 'value': '190.9'}","{'key': 'prftchange', 'value': '-2.5'}","{'key': 'assets', 'value': '2774'}","{'key': 'mktval', 'value': '4454'}","{'key': 'employees', 'value': '8970'}","{'key': 'rankchange1000', 'value': '-7'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teledyne Technologies'}"
"{'key': 'rank', 'value': '690'}","{'key': 'revenues', 'value': '3225'}","{'key': 'revchange', 'value': '-8.1'}","{'key': 'profits', 'value': '203.4'}","{'key': 'prftchange', 'value': '41.9'}","{'key': 'assets', 'value': '4359'}","{'key': 'mktval', 'value': '3390'}","{'key': 'employees', 'value': '23000'}","{'key': 'rankchange1000', 'value': '-45'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Regal Beloit'}"
"{'key': 'rank', 'value': '689'}","{'key': 'revenues', 'value': '3228'}","{'key': 'revchange', 'value': '7.3'}","{'key': 'profits', 'value': '73'}","{'key': 'prftchange', 'value': '-1.9'}","{'key': 'assets', 'value': '4789'}","{'key': 'mktval', 'value': '3373'}","{'key': 'employees', 'value': '4200'}","{'key': 'rankchange1000', 'value': '39'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mercury General'}"
"{'key': 'rank', 'value': '688'}","{'key': 'revenues', 'value': '3228'}","{'key': 'revchange', 'value': '7'}","{'key': 'profits', 'value': '181'}","{'key': 'prftchange', 'value': '-25.5'}","{'key': 'assets', 'value': '24533'}","{'key': 'mktval', 'value': '3177'}","{'key': 'employees', 'value': '4597'}","{'key': 'rankchange1000', 'value': '35'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American National Insurance'}"
"{'key': 'rank', 'value': '687'}","{'key': 'revenues', 'value': '3241'}","{'key': 'revchange', 'value': '12.2'}","{'key': 'profits', 'value': '101.2'}","{'key': 'prftchange', 'value': '25.5'}","{'key': 'assets', 'value': '1292'}","{'key': 'mktval', 'value': '2006'}","{'key': 'employees', 'value': '9300'}","{'key': 'rankchange1000', 'value': '64'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal Forest Products'}"
"{'key': 'rank', 'value': '901'}","{'key': 'revenues', 'value': '2142'}","{'key': 'revchange', 'value': '21.5'}","{'key': 'profits', 'value': '426.2'}","{'key': 'prftchange', 'value': '43.6'}","{'key': 'assets', 'value': '12193'}","{'key': 'mktval', 'value': '16965'}","{'key': 'employees', 'value': '1345'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Digital Realty Trust'}"
"{'key': 'rank', 'value': '686'}","{'key': 'revenues', 'value': '3246'}","{'key': 'revchange', 'value': '9.4'}","{'key': 'profits', 'value': '25'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5369'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '4445'}","{'key': 'rankchange1000', 'value': '55'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Warner Music Group'}"
"{'key': 'rank', 'value': '902'}","{'key': 'revenues', 'value': '2135'}","{'key': 'revchange', 'value': '1.2'}","{'key': 'profits', 'value': '5.4'}","{'key': 'prftchange', 'value': '-94.1'}","{'key': 'assets', 'value': '2193'}","{'key': 'mktval', 'value': '1661'}","{'key': 'employees', 'value': '4600'}","{'key': 'rankchange1000', 'value': '38'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'RH'}"
"{'key': 'rank', 'value': '685'}","{'key': 'revenues', 'value': '3248'}","{'key': 'revchange', 'value': '-5.9'}","{'key': 'profits', 'value': '535.6'}","{'key': 'prftchange', 'value': '22.5'}","{'key': 'assets', 'value': '9421'}","{'key': 'mktval', 'value': '9630'}","{'key': 'employees', 'value': '1865'}","{'key': 'rankchange1000', 'value': '-29'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Buckeye Partners'}"
"{'key': 'rank', 'value': '903'}","{'key': 'revenues', 'value': '2125'}","{'key': 'revchange', 'value': '-1.2'}","{'key': 'profits', 'value': '-66.5'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '699'}","{'key': 'mktval', 'value': '490'}","{'key': 'employees', 'value': '7324'}","{'key': 'rankchange1000', 'value': '25'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Fred's""}"
"{'key': 'rank', 'value': '684'}","{'key': 'revenues', 'value': '3258'}","{'key': 'revchange', 'value': '8.5'}","{'key': 'profits', 'value': '200.7'}","{'key': 'prftchange', 'value': '2.1'}","{'key': 'assets', 'value': '1473'}","{'key': 'mktval', 'value': '2149'}","{'key': 'employees', 'value': '58335'}","{'key': 'rankchange1000', 'value': '47'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Brinker International'}"
"{'key': 'rank', 'value': '904'}","{'key': 'revenues', 'value': '2120'}","{'key': 'revchange', 'value': '-6.7'}","{'key': 'profits', 'value': '109'}","{'key': 'prftchange', 'value': '-4.9'}","{'key': 'assets', 'value': '2233'}","{'key': 'mktval', 'value': '1788'}","{'key': 'employees', 'value': '24000'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal'}"
"{'key': 'rank', 'value': '905'}","{'key': 'revenues', 'value': '2115'}","{'key': 'revchange', 'value': ''}","{'key': 'profits', 'value': '239.3'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2365'}","{'key': 'mktval', 'value': '9427'}","{'key': 'employees', 'value': '8700'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CDK Global'}"
"{'key': 'rank', 'value': '683'}","{'key': 'revenues', 'value': '3272'}","{'key': 'revchange', 'value': '4.4'}","{'key': 'profits', 'value': '222.6'}","{'key': 'prftchange', 'value': '2.5'}","{'key': 'assets', 'value': '18473'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '3500'}","{'key': 'rankchange1000', 'value': '18'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CUNA Mutual Group'}"
"{'key': 'rank', 'value': '906'}","{'key': 'revenues', 'value': '2113'}","{'key': 'revchange', 'value': '4.6'}","{'key': 'profits', 'value': '271.1'}","{'key': 'prftchange', 'value': '-4.1'}","{'key': 'assets', 'value': '3155'}","{'key': 'mktval', 'value': '7137'}","{'key': 'employees', 'value': '7158'}","{'key': 'rankchange1000', 'value': '58'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IDEX'}"
"{'key': 'rank', 'value': '682'}","{'key': 'revenues', 'value': '3276'}","{'key': 'revchange', 'value': '6.5'}","{'key': 'profits', 'value': '489'}","{'key': 'prftchange', 'value': '37.1'}","{'key': 'assets', 'value': '8151'}","{'key': 'mktval', 'value': '7474'}","{'key': 'employees', 'value': '19140'}","{'key': 'rankchange1000', 'value': '31'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amerco'}"
"{'key': 'rank', 'value': '907'}","{'key': 'revenues', 'value': '2109'}","{'key': 'revchange', 'value': '-12.8'}","{'key': 'profits', 'value': '174.1'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1924'}","{'key': 'mktval', 'value': '2433'}","{'key': 'employees', 'value': '2927'}","{'key': 'rankchange1000', 'value': '-47'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cliffs Natural Resources'}"
"{'key': 'rank', 'value': '681'}","{'key': 'revenues', 'value': '3282'}","{'key': 'revchange', 'value': '-5.4'}","{'key': 'profits', 'value': '209.1'}","{'key': 'prftchange', 'value': '-57.2'}","{'key': 'assets', 'value': '6139'}","{'key': 'mktval', 'value': '9313'}","{'key': 'employees', 'value': '5900'}","{'key': 'rankchange1000', 'value': '-27'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'FMC'}"
"{'key': 'rank', 'value': '908'}","{'key': 'revenues', 'value': '2109'}","{'key': 'revchange', 'value': '-6.8'}","{'key': 'profits', 'value': '187.3'}","{'key': 'prftchange', 'value': '28.8'}","{'key': 'assets', 'value': '3038'}","{'key': 'mktval', 'value': '4044'}","{'key': 'employees', 'value': '8000'}","{'key': 'rankchange1000', 'value': '-5'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Curtiss-Wright'}"
"{'key': 'rank', 'value': '909'}","{'key': 'revenues', 'value': '2108'}","{'key': 'revchange', 'value': '1.9'}","{'key': 'profits', 'value': '591.2'}","{'key': 'prftchange', 'value': '16.5'}","{'key': 'assets', 'value': '4631'}","{'key': 'mktval', 'value': '13500'}","{'key': 'employees', 'value': '6231'}","{'key': 'rankchange1000', 'value': '43'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Verisk Analytics'}"
"{'key': 'rank', 'value': '910'}","{'key': 'revenues', 'value': '2107'}","{'key': 'revchange', 'value': '-30'}","{'key': 'profits', 'value': '-234'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1603'}","{'key': 'mktval', 'value': '1823'}","{'key': 'employees', 'value': '4350'}","{'key': 'rankchange1000', 'value': '-183'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NOW'}"
"{'key': 'rank', 'value': '911'}","{'key': 'revenues', 'value': '2105'}","{'key': 'revchange', 'value': '-18.8'}","{'key': 'profits', 'value': '-84.6'}","{'key': 'prftchange', 'value': '-384.2'}","{'key': 'assets', 'value': '2013'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '18500'}","{'key': 'rankchange1000', 'value': '-91'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Apollo Education Group'}"
"{'key': 'rank', 'value': '912'}","{'key': 'revenues', 'value': '2098'}","{'key': 'revchange', 'value': '-20.7'}","{'key': 'profits', 'value': '-226'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2369'}","{'key': 'mktval', 'value': '3146'}","{'key': 'employees', 'value': '11178'}","{'key': 'rankchange1000', 'value': '-106'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kennametal'}"
"{'key': 'rank', 'value': '913'}","{'key': 'revenues', 'value': '2095'}","{'key': 'revchange', 'value': '0.5'}","{'key': 'profits', 'value': '124.1'}","{'key': 'prftchange', 'value': '43.2'}","{'key': 'assets', 'value': '2058'}","{'key': 'mktval', 'value': '2605'}","{'key': 'employees', 'value': '4587'}","{'key': 'rankchange1000', 'value': '36'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'H.B. Fuller'}"
"{'key': 'rank', 'value': '914'}","{'key': 'revenues', 'value': '2091'}","{'key': 'revchange', 'value': '3.1'}","{'key': 'profits', 'value': '21.6'}","{'key': 'prftchange', 'value': '-38.5'}","{'key': 'assets', 'value': '1300'}","{'key': 'mktval', 'value': '721'}","{'key': 'employees', 'value': '5100'}","{'key': 'rankchange1000', 'value': '46'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PharMerica'}"
"{'key': 'rank', 'value': '915'}","{'key': 'revenues', 'value': '2076'}","{'key': 'revchange', 'value': '-0.4'}","{'key': 'profits', 'value': '-10.8'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2199'}","{'key': 'mktval', 'value': '1064'}","{'key': 'employees', 'value': '9100'}","{'key': 'rankchange1000', 'value': '31'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Engility Holdings'}"
