0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"{'key': 'rank', 'value': '980'}","{'key': 'revenues', 'value': '2016.8'}","{'key': 'revchange', 'value': '30.4'}","{'key': 'profits', 'value': '102.4'}","{'key': 'prftchange', 'value': '43.5'}","{'key': 'assets', 'value': '1051.8'}","{'key': 'mktval', 'value': '992.9'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '4700'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Winnebago Industries'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Forest City'}","{'key': 'hqstate', 'value': 'IA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Winnebago Industries'}"
"{'key': 'rank', 'value': '979'}","{'key': 'revenues', 'value': '2023.5'}","{'key': 'revchange', 'value': '21.0'}","{'key': 'profits', 'value': '238.3'}","{'key': 'prftchange', 'value': '49.5'}","{'key': 'assets', 'value': '2426.3'}","{'key': 'mktval', 'value': '3182.9'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '5355'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Generac Holdings'}","{'key': 'sector', 'value': 'Industrials'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'Waukesha'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Generac Holdings'}"
"{'key': 'rank', 'value': '978'}","{'key': 'revenues', 'value': '2027.9'}","{'key': 'revchange', 'value': '12.2'}","{'key': 'profits', 'value': '150.6'}","{'key': 'prftchange', 'value': '39.5'}","{'key': 'assets', 'value': '2379.1'}","{'key': 'mktval', 'value': '2908.7'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '4768'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'FTI Consulting'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'industry', 'value': 'Miscellaneous'}","{'key': 'hqcity', 'value': 'Washington'}","{'key': 'hqstate', 'value': 'DC'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'FTI Consulting'}"
"{'key': 'rank', 'value': '977'}","{'key': 'revenues', 'value': '2032.5'}","{'key': 'revchange', 'value': '1.8'}","{'key': 'profits', 'value': '299.2'}","{'key': 'prftchange', 'value': '93.6'}","{'key': 'assets', 'value': '2746.1'}","{'key': 'mktval', 'value': '1111.3'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '4420'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Contura Energy'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Bristol'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Contura Energy'}"
"{'key': 'rank', 'value': '976'}","{'key': 'revenues', 'value': '2033.9'}","{'key': 'revchange', 'value': '-1.8'}","{'key': 'profits', 'value': '105.7'}","{'key': 'prftchange', 'value': '-0.6'}","{'key': 'assets', 'value': '2168.6'}","{'key': 'mktval', 'value': '1439.0'}","{'key': 'rankchange1000', 'value': '-38'}","{'key': 'employees', 'value': '24000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Universal'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqcity', 'value': 'Richmond'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal'}"
"{'key': 'rank', 'value': '975'}","{'key': 'revenues', 'value': '2034.8'}","{'key': 'revchange', 'value': '1.5'}","{'key': 'profits', 'value': '69.5'}","{'key': 'prftchange', 'value': '-37.7'}","{'key': 'assets', 'value': '3036.9'}","{'key': 'mktval', 'value': ''}","{'key': 'rankchange1000', 'value': '-20'}","{'key': 'employees', 'value': '12609'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Esterline Technologies'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Bellevue'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Esterline Technologies'}"
"{'key': 'rank', 'value': '974'}","{'key': 'revenues', 'value': '2040.7'}","{'key': 'revchange', 'value': '10.3'}","{'key': 'profits', 'value': '92.4'}","{'key': 'prftchange', 'value': '128.2'}","{'key': 'assets', 'value': '1182.0'}","{'key': 'mktval', 'value': '2697.5'}","{'key': 'rankchange1000', 'value': '25'}","{'key': 'employees', 'value': '23463'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Ensign Group'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqcity', 'value': 'Mission Viejo'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ensign Group'}"
"{'key': 'rank', 'value': '973'}","{'key': 'revenues', 'value': '2047.6'}","{'key': 'revchange', 'value': '28.3'}","{'key': 'profits', 'value': '106.7'}","{'key': 'prftchange', 'value': '-26.1'}","{'key': 'assets', 'value': '3454.2'}","{'key': 'mktval', 'value': '1485.8'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '5200'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Newmark Group'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Newmark Group'}"
"{'key': 'rank', 'value': '972'}","{'key': 'revenues', 'value': '2051.7'}","{'key': 'revchange', 'value': '5.8'}","{'key': 'profits', 'value': '-159.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5302.4'}","{'key': 'mktval', 'value': '4832.1'}","{'key': 'rankchange1000', 'value': '-1'}","{'key': 'employees', 'value': '10400'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Nuance Communications'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqcity', 'value': 'Burlington'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nuance Communications'}"
"{'key': 'rank', 'value': '971'}","{'key': 'revenues', 'value': '2056.0'}","{'key': 'revchange', 'value': '39.5'}","{'key': 'profits', 'value': '95.2'}","{'key': 'prftchange', 'value': '28.8'}","{'key': 'assets', 'value': '5911.5'}","{'key': 'mktval', 'value': '3615.4'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '18700'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Eldorado Resorts'}","{'key': 'sector', 'value': 'Hotels, Restaurants & Leisure'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqcity', 'value': 'Reno'}","{'key': 'hqstate', 'value': 'NV'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Eldorado Resorts'}"
"{'key': 'rank', 'value': '970'}","{'key': 'revenues', 'value': '2066.0'}","{'key': 'revchange', 'value': '7.7'}","{'key': 'profits', 'value': '75.9'}","{'key': 'prftchange', 'value': '2.4'}","{'key': 'assets', 'value': '3423.7'}","{'key': 'mktval', 'value': '2633.9'}","{'key': 'rankchange1000', 'value': '12'}","{'key': 'employees', 'value': '8300'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Rexnord'}","{'key': 'sector', 'value': 'Industrials'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'Milwaukee'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rexnord'}"
"{'key': 'rank', 'value': '969'}","{'key': 'revenues', 'value': '2067.1'}","{'key': 'revchange', 'value': '83.0'}","{'key': 'profits', 'value': '508.4'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6352.9'}","{'key': 'mktval', 'value': '1963.1'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '611'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'SM Energy'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Denver'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SM Energy'}"
"{'key': 'rank', 'value': '968'}","{'key': 'revenues', 'value': '2069.7'}","{'key': 'revchange', 'value': '-8.2'}","{'key': 'profits', 'value': '155.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1308.8'}","{'key': 'mktval', 'value': '1244.9'}","{'key': 'rankchange1000', 'value': '-74'}","{'key': 'employees', 'value': '12000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Tupperware Brands'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqcity', 'value': 'Orlando'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tupperware Brands'}"
"{'key': 'rank', 'value': '967'}","{'key': 'revenues', 'value': '2073.1'}","{'key': 'revchange', 'value': '7.4'}","{'key': 'profits', 'value': '-254.6'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1363.3'}","{'key': 'mktval', 'value': '127.3'}","{'key': 'rankchange1000', 'value': '10'}","{'key': 'employees', 'value': '4037'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Ferrellgas Partners'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqcity', 'value': 'Overland Park'}","{'key': 'hqstate', 'value': 'KS'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ferrellgas Partners'}"
"{'key': 'rank', 'value': '966'}","{'key': 'revenues', 'value': '2075.1'}","{'key': 'revchange', 'value': '8.3'}","{'key': 'profits', 'value': '392.9'}","{'key': 'prftchange', 'value': '15.9'}","{'key': 'assets', 'value': '2614.2'}","{'key': 'mktval', 'value': '5045.6'}","{'key': 'rankchange1000', 'value': '18'}","{'key': 'employees', 'value': '4851'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'MKS Instruments'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Andover'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'yes'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MKS Instruments'}"
"{'key': 'rank', 'value': '965'}","{'key': 'revenues', 'value': '2081.4'}","{'key': 'revchange', 'value': '40.5'}","{'key': 'profits', 'value': '342.5'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '7759.6'}","{'key': 'mktval', 'value': '2400.6'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '755'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Whiting Petroleum'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Denver'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Whiting Petroleum'}"
